"","OVOL2","ZEB","miR34","GRHL2","Ecad","miR200","KEAP1","NRF2","SNAIL"
"SNAIL",0.138569800359017,-0.100621378559947,-0.176406300618615,0.104682355693522,0.104682355693522,-0.187564908940969,0.191936107130246,-0.131630301000552,0.372789085404862
"KEAP1",0.13832424577607,-0.098805949779204,-0.17306881888361,0.105866579096165,0.105866579096165,-0.184273518591933,0.191304768591933,-0.226299083047413,0.468996651984313
"OVOL2",0.253906201495268,-0.0869100992369793,0.0932198702679974,0.0912181737711407,0.0912181737711407,-0.158533259621451,0.163504982420472,-0.112265331374708,-0.0639428798748733
"ZEB",-0.137482563289332,-0.0686307070313906,-0.0395883993095293,-0.0249936544095966,-0.0249936544095966,-0.0192813430832098,0.0267733099359073,0.0484138844117197,0.108653561938709
"GRHL2",0.141477704334007,-0.0249936544095966,0.0479223811008296,0.0335535738456489,0.0335535738456489,0.0267733099359073,-0.0166382902811474,-0.0363247050920965,-0.102592273069849
"miR200",0.133958655367488,-0.0195068462275185,0.0627396299478776,0.028247229951682,0.028247229951682,0.0415920278117072,-0.131068195815483,0.072294880077397,-0.160507863735184
"Ecad",-0.116115380926795,0.00573532100608616,-0.15486788734458,-0.0110480204317403,-0.0110480204317403,-0.106726986689315,0.100161398493836,-0.100354295365146,0.287661682810937
"NRF2",-0.135543607259077,0.104682355693522,0.181379969430786,-0.098805949779204,-0.098805949779204,0.191936107130246,-0.184273518591933,0.138680035428365,-0.467074396537922
"miR34",-0.135543607259077,0.104682355693522,0.181379969430786,-0.098805949779204,-0.098805949779204,0.191936107130246,-0.184273518591933,0.138680035428365,-0.467074396537922
