"","SNAIL","KEAP1","ZEB","OVOL2","GRHL2","Ecad","miR34","miR200","NRF2"
"miR34",0.222728306523757,0.20355251207072,-0.0787972752477182,0.0627347164919922,0.0732747174314664,0.0732747174314664,-0.120826917788036,-0.202157362897078,-0.129391910082333
"SNAIL",0.121782913550707,0.202157362897078,-0.0745197126670193,0.069151602140886,0.0787972752477182,0.0787972752477182,-0.116926001072608,-0.203246625876283,-0.125480756050465
"KEAP1",0.221147785378947,0.20199001207072,-0.0732747174314664,0.0709736454312301,0.0804120927192638,0.0804120927192638,-0.115710088447604,-0.20355251207072,-0.224336965027388
"ZEB",-0.165375431700095,-0.135999212899804,-0.0636801769114755,-0.0331557157449949,-0.0274032172370019,-0.0274032172370019,0.006038010939085,0.133862677582142,0.14501699398986
"OVOL2",0.107258610243378,0.0950747754901506,-0.0375380460052291,-0.0437149126618815,0.0517541950735521,0.0517541950735521,0.0358386209239072,-0.0985608901183265,-0.061962806839093
"Ecad",0.24705678784037,0.180213977823181,-0.0353020069644788,0.0491221115413194,0.0458476355541406,0.0458476355541406,-0.00184746525239781,-0.182826675806124,-0.255692349531299
"GRHL2",0.163189762479725,0.133110817753675,-0.0274032172370019,0.0464503573970397,0.0388432978009495,0.0388432978009495,0.00220259290497383,-0.135999212899804,-0.137002387032336
"miR200",0.023374903558445,0.00996630736799944,-0.0238041309203903,0.0447762030707668,0.0350470635369442,0.0350470635369442,0.0177625498433525,-0.112750639600184,-0.0264867801358888
"NRF2",-0.222728306523757,-0.20355251207072,0.0787972752477182,-0.0627347164919922,-0.0732747174314664,-0.0732747174314664,0.120826917788036,0.202157362897078,0.129391910082333
