"","KEAP1","ZEB","OVOL2","Ecad","miR34","GRHL2","SNAIL","miR200","NRF2"
"SNAIL",0.133497528206025,-0.0913369893975857,0.0796030878338814,0.0969640459180572,-0.0214531477920255,-0.0969640459180572,-0.0442942883340951,-0.131248270885329,-0.105687785459422
"KEAP1",0.13429152235713,-0.0895205984265875,0.0822781382294025,0.0991905907519904,-0.0181958477213625,-0.0991905907519904,0.0605125105727843,-0.13038527235713,-0.202890708080018
"OVOL2",0.121470208742546,-0.0866490152450951,-0.0307377734888698,0.0911558475432317,0.0928542854289172,-0.0911558475432317,-0.0513272347110893,-0.119739812861733,-0.0988604565830447
"ZEB",-0.10625123840927,-0.0668521402469019,-0.0336695297905373,-0.0268385649876234,-0.0243049422061695,0.0268385649876234,0.0372133828114998,0.10868091313727,0.132732398528145
"Ecad",0.148045527620951,-0.0380467039656034,0.0489853980088106,0.0466459381710916,0.0465941411516879,-0.0466459381710916,0.0737378874319173,-0.144783039466084,-0.241316678625645
"GRHL2",0.10934472670187,-0.0268385649876234,0.0435898969116063,0.0351567925807755,0.0355025143795412,-0.0351567925807755,-0.0211701200805399,-0.10625123840927,-0.124256519227741
"miR200",-0.221904869929337,0.0377408331417913,-0.0477181239478227,-0.0443679533568252,-0.0248634502239109,0.0443679533568252,-0.0423609441978631,0.119529535652162,0.236661204653497
"NRF2",-0.13038527235713,0.0969640459180572,-0.0708466243262099,-0.0895205984265875,0.0317125587536015,0.0895205984265875,-0.0407346378688116,0.133497528206025,0.113220378409688
"miR34",-0.13038527235713,0.0969640459180572,-0.0708466243262099,-0.0895205984265875,0.0317125587536015,0.0895205984265875,-0.0407346378688116,0.133497528206025,0.113220378409688
