"","SNAIL","KEAP1","ZEB","OVOL2","GRHL2","Ecad","miR34","miR200","NRF2"
"SNAIL",-0.0239639035278331,-0.0170462832713845,-0.0913429911834557,0.0798248645370084,0.0972699352460989,0.0972699352460989,-0.136004803505332,0.0169472593641841,-0.0280446565240151
"KEAP1",0.0747376797177351,-0.0175914311035373,-0.0895231893848579,0.0824346327520942,0.0994234196227704,0.0994234196227704,-0.137791523739512,0.0168101811035373,-0.126291508657878
"ZEB",-0.102621121144749,-0.100944655181233,-0.0621119942092067,-0.0345055432783845,-0.0296746441507747,-0.0296746441507747,0.0415886829136594,0.101051763811933,0.133198337447059
"Ecad",0.13367996364265,0.0835514423095752,-0.0403308590470821,0.0517093225618281,0.0507807633227681,0.0507807633227681,-0.148936578167412,-0.0836191287858172,-0.223777042806169
"OVOL2",0.079922836432038,0.0845186285825449,-0.038537785536579,-0.0437643514220923,0.0520185308781939,0.0520185308781939,-0.0573463104684048,-0.0845101876270287,-0.0571657631587135
"GRHL2",0.0950952085715178,0.101064292850007,-0.0296746441507747,0.0469363706504995,0.0402688032645713,0.0402688032645713,-0.0519614165530649,-0.100944655181233,-0.124376503889496
"miR200",0.0103583549330503,0.00500683336055967,-0.0243685905871139,0.0447427882280835,0.0351666256227984,0.0351666256227984,-0.0285156284468491,-0.105022564051137,-0.0236378894606014
"NRF2",-0.0810170475092772,0.0168101811035373,0.0972699352460989,-0.0707971456254207,-0.0895231893848579,-0.0895231893848579,0.128593061746019,-0.0170462832713845,0.0339838163501861
"miR34",-0.0810170475092772,0.0168101811035373,0.0972699352460989,-0.0707971456254207,-0.0895231893848579,-0.0895231893848579,0.128593061746019,-0.0170462832713845,0.0339838163501861
