"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.080179208354309,0.027702453498197,0.0301695326075143,0.114537500656877,-0.0181100651416795,-0.100556465545012,-0.101148381662042,0,-0.0192635037799708,-0.0192635037799708
"SNAIL",-0.0366609761458875,-0.0537018559748357,-0.0438956933690245,0.013409120307042,-0.0553699930029766,-0.0433367386545705,-0.04541624070578,0,0.0384811269226796,0.0384811269226796
"OVOL2",-0.0372251776169459,-0.0627623807378229,-0.0743492577449971,0.011216221439877,0.0403225256935231,-0.043140472331286,-0.0444994661693884,0,0.0384028173684987,0.0384028173684987
"NRF2",0.0384811269226796,-0.0385797864690757,0.0404287102377199,-0.0126848325233626,0.0601876251465303,0.04541624070578,0.0423469125237667,0,-0.0358399036192548,-0.0358399036192548
"miR34",0.0384811269226796,-0.0385797864690757,0.0404287102377199,-0.0126848325233626,0.0601876251465303,0.04541624070578,0.0423469125237667,0,-0.0358399036192548,-0.0358399036192548
"miR200",-0.0232536235816382,0.0374996329053799,-0.033382984359421,-0.213350131697553,0.00852946694487487,0.0946182617778894,0.194099148988838,0,0.0237634020597177,0.0237634020597177
"KEAP1",-0.0358399036192548,0.0507540709628818,-0.0455780408247436,-0.0862162663777363,-0.052882094238515,-0.0423469125237667,-0.0466437875237667,0,0.0395237102194083,0.0395237102194083
"Iext",0.0384811269226796,-0.0385797864690757,0.0404287102377199,-0.0126848325233626,0.0601876251465303,0.04541624070578,0.0423469125237667,0,-0.0358399036192548,-0.0358399036192548
"GRHL2",0.0192635037799708,0.0252689248817031,0.0315057453217807,0.114172326718764,-0.0196897087491809,-0.101148381662042,-0.100071642643071,0,-0.0202705531253888,-0.0202705531253888
"Ecad",-0.0197825186359552,0.0682610508356777,-0.0317188062764707,-0.208300314698944,0.0250216136882447,0.0782270824913533,0.0764807714043085,0,0.0213460157642257,0.0213460157642257
