"","OVOL2","GRHL2","Ecad","miR34","ZEB","miR200","KEAP1","NRF2","SNAIL"
"OVOL2",0.27956405793093,0.121563902609201,0.121563902609201,0.109575462949412,-0.100460797019139,-0.144410070785732,0.163292488275392,-0.11471364901722,-0.0650566267297849
"SNAIL",0.131356851332085,0.100436809384395,0.100436809384395,0.192242291042367,-0.0843303493069239,-0.110020462782201,0.124435514416096,-0.0927034821991666,0.0641745334352389
"KEAP1",0.132078953610353,0.102616344522809,0.102616344522809,0.193784468449621,-0.0821251703094549,-0.108101537167759,0.126460912167759,-0.189620227131363,0.16515821902184
"Ecad",0.197767073297194,0.0893899572479489,0.0893899572479489,0.163787565966323,-0.0516426694368449,0.0381366396032481,-0.00436108795846675,-0.150796515369902,0.0964093580884625
"GRHL2",0.192615800240158,0.0860618379052091,0.0860618379052091,0.0521812886633332,-0.0437859063845646,0.0490379505008018,-0.0112153560724989,-0.0411619638646792,-0.0860679886066148
"miR200",0.184349747553711,0.0814528733719023,0.0814528733719023,0.0216222247163415,-0.0406613264259388,0.0562858586711868,-0.119774925841236,0.0631368394926822,-0.110266682344311
"ZEB",-0.172208187876816,-0.0437859063845646,-0.0437859063845646,-0.0242223749601195,-0.0185639907825554,-0.0153438302008976,0.0490379505008018,0.0875006146430763,0.104432116592194
"NRF2",-0.122295225495008,-0.0821251703094549,-0.0821251703094549,-0.18014944922454,0.100436809384395,0.124435514416096,-0.108101537167759,0.112404109915246,-0.156230410393049
"miR34",-0.122295225495008,-0.0821251703094549,-0.0821251703094549,-0.18014944922454,0.100436809384395,0.124435514416096,-0.108101537167759,0.112404109915246,-0.156230410393049
