"","miR200","ZEB","OVOL2","miR34","GRHL2","Ecad","NRF2","SNAIL","KEAP1"
"OVOL2",0.128296899488855,-0.0843967089463566,-0.0299503443426219,0.0989228871487407,0.0915072679525678,0.0915072679525678,0.0198126126263129,-0.0811140511043087,-0.124186154152483
"ZEB",-0.114460844248406,-0.0627743034320776,-0.0299155617503173,-0.0242274147582273,-0.0234195531326408,-0.0234195531326408,0.0267033015492562,0.0581299407467132,0.122584188292602
"SNAIL",-0.035366348765771,-0.03281530554887,0.0594475322182692,-0.0408642205490545,0.0552777154784797,0.0552777154784797,-0.0300104373703842,-0.0307254410607518,0.048663844875546
"KEAP1",-0.0326732889622599,-0.0283726225933539,0.0653021425692923,-0.0345708858034993,0.060605930344697,0.060605930344697,-0.124543028551937,0.0772190978779178,0.0519441222955933
"GRHL2",0.122584188292602,-0.0234195531326408,0.0482716151988259,0.0438134391921235,0.0399754443713115,0.0399754443713115,-0.00992452007702867,-0.0331862724276505,-0.112859354930783
"miR200",0.126941084154556,-0.0209675978612167,0.0488243483230331,0.0475402719000084,0.0392732795740724,0.0392732795740724,0.0935887075746746,-0.032881516070323,-0.21613409972794
"Ecad",-0.139048445096551,0.0188951730745336,-0.0350974259532256,-0.12059735802571,-0.0253087021109088,-0.0253087021109088,-0.100313114640927,0.0962940998761894,0.135352763493735
"NRF2",0.048663844875546,0.0552777154784797,-0.0296687749070884,0.072695700946948,-0.0283726225933539,-0.0283726225933539,0.0574368014457101,-0.0287355438411813,-0.0326732889622599
"miR34",0.048663844875546,0.0552777154784797,-0.0296687749070884,0.072695700946948,-0.0283726225933539,-0.0283726225933539,0.0574368014457101,-0.0287355438411813,-0.0326732889622599
