"","KEAP1","SNAIL","ZEB","OVOL2","GRHL2","Ecad","miR34","miR200","NRF2"
"NRF2",-0.00141372640095303,0.00030766982513044,-0.0783333826859183,0.0614258682476214,0.0713954324774006,0.0713954324774006,0.0840558972132916,0.00353864591157763,-0.0268507759821791
"ZEB",-0.114428219911056,-0.0837945891558483,-0.0780708307634605,-0.0226165883119158,-0.00835522907864132,-0.00835522907864132,0.00353225411046609,0.110115688201264,0.128429939960021
"OVOL2",0.0859648259809303,0.0738941775433814,-0.0298504919135487,-0.0434840294237211,0.0491548397396357,0.0491548397396357,0.038560413383911,-0.0921014006411818,-0.0546390944567687
"miR200",0.00486546110503733,0.00797231351345989,-0.0192633239775984,0.0450613544100007,0.0338429884506729,0.0338429884506729,0.0192404668462498,-0.109474553444191,-0.0224458679923193
"GRHL2",0.109078707007278,0.0770573201157401,-0.00835522907864132,0.0415530169797522,0.0251125301863956,0.0251125301863956,0.00752525114204344,-0.114428219911056,-0.117839895754755
"Ecad",0.121736593262713,0.0882505251908237,0.00197597253865566,0.029304142662586,0.00952689919076361,0.00952689919076361,0.00943947675691449,-0.125432274865529,-0.208951848202562
"KEAP1",0.0040178930676197,0.00315238997837234,0.0713954324774006,-0.0711066097512259,-0.0799142352402556,-0.0799142352402556,-0.0897051134215141,-0.00141372640095303,-0.0783506892192861
"SNAIL",0.00353864591157763,-0.0974714909059827,0.0727063261654468,-0.0692668447670755,-0.0783333826859183,-0.0783333826859183,-0.0886199697703425,-0.00174206930951228,0.0224567634278575
"miR34",0.00141372640095303,-0.00030766982513044,0.0783333826859183,-0.0614258682476214,-0.0713954324774006,-0.0713954324774006,-0.0840558972132916,-0.00353864591157763,0.0268507759821791
