"","miR34","Ecad","miR200","OVOL2","SNAIL","NRF2","KEAP1","ZEB","GRHL2"
"Ecad",0.142506566773542,0.233223596403245,0.0965716853203919,0.118893049007375,0.0343777252732477,-0.219466999147182,-0.0932821225750285,-0.232234445158829,-0.233223596403245
"GRHL2",0.234947468966663,0.224662637857429,0.122569493950638,0.112888569734285,-0.084723768603921,-0.107279443099807,-0.120945839874411,-0.224179254171628,-0.224662637857429
"miR200",0.236433530093264,0.218157526478262,0.126443240002616,0.110047099381137,-0.073199626174803,-0.00095888324673201,-0.223816214676204,-0.217369687012139,-0.218157526478262
"SNAIL",-0.0338980727606734,0.0800028380179962,-0.0388716012920047,0.0688538488077381,-0.0492665267848183,-0.0608408911927569,0.0433135308435679,-0.078657509182976,-0.0800028380179962
"KEAP1",-0.0316877205861201,0.0809351080741974,-0.0367670616441688,0.0700789503735588,0.0551476176254095,-0.158263558658882,0.0464024783108355,-0.0780187611824092,-0.0809351080741974
"NRF2",0.0385791728191872,-0.0780187611824092,0.0433135308435679,-0.0662684457391613,-0.041350095199096,0.0662489066442296,-0.0367670616441688,0.0800028380179962,0.0780187611824092
"miR34",0.0385791728191872,-0.0780187611824092,0.0433135308435679,-0.0662684457391613,-0.041350095199096,0.0662489066442296,-0.0367670616441688,0.0800028380179962,0.0780187611824092
"ZEB",-0.233803589112955,-0.224179254171628,-0.121481495754572,-0.112254206122461,0.0870446338585402,0.108605601085585,0.122569493950638,0.124510973139319,0.224179254171628
"OVOL2",-0.155576768422228,-0.145955602458625,-0.128087969275687,-0.12078584821471,0.104515117640074,0.0178930626008128,0.127860063476751,0.145891006185333,0.145955602458625
