"","ZEB","SNAIL","OVOL2","miR200","Ecad","miR34","GRHL2","KEAP1","NRF2"
"ZEB",-0.0715701491745925,-0.0377874647022817,-0.0341647948640727,-0.025907227660814,-0.0256633146348681,-0.0188424964400588,0.0256633146348681,0.0290697509146614,0.0432256743519863
"OVOL2",-0.0390883810319065,0.0422099166893725,-0.0499237339865034,-0.0530663126828319,0.0445393127089251,0.040180892009224,-0.0445393127089251,0.0592872968982451,-0.0412342199759737
"NRF2",-0.0370648693402233,0.0214941320191165,0.0377429328014153,-0.0411255504861689,0.0325027563615806,-0.040841094001304,-0.0325027563615806,0.0359098389600904,-0.0408733677386239
"miR34",-0.0370648693402233,0.0214941320191165,0.0377429328014153,-0.0411255504861689,0.0325027563615806,-0.040841094001304,-0.0325027563615806,0.0359098389600904,-0.0408733677386239
"SNAIL",-0.0339618662996968,-0.084474543019687,0.0437868422699242,-0.0375748360994098,0.0370648693402233,-0.0393782502330184,-0.0370648693402233,0.0411255504861689,-0.0337753474585659
"miR200",-0.0325056715253323,0.0288699381727816,0.0419195580164081,0.0191395506794663,0.0354623866981936,0.0109206479046121,-0.0354623866981936,-0.115757452205343,0.0542860093190294
"GRHL2",-0.0256633146348681,0.0324021560046702,0.0395366399173862,0.0290697509146614,0.0297519349772649,0.0201731321882496,-0.0297519349772649,-0.0244038818324533,-0.0368639599564452
"Ecad",-0.0196058537656768,-0.0399428838607943,0.0318148511860985,0.0784987257046936,0.0214405697835453,0.10086440371844,-0.0214405697835453,-0.0764004449411901,-0.119374534977048
"KEAP1",0.0325027563615806,-0.0124808898149302,-0.046805754634577,0.0359098389600904,-0.0392564017951953,0.0388594317711945,0.0392564017951953,-0.043592130626757,-0.0697493428840868
