"","ZEB","KEAP1","miR200","miR34","OVOL2","GRHL2","Ecad","SNAIL","NRF2"
"SNAIL",-0.194232743568248,-0.127594363645338,-0.126250467761903,-0.100118016755223,0.133111989630803,0.194903325433382,0.194903325433382,0.291614454071396,-0.0480839893541949
"KEAP1",-0.193576395065633,-0.128678874135786,-0.12568408246912,-0.0999579649460646,0.133534446875471,0.194727584628181,0.194727584628181,0.391363939731014,-0.146891841730372
"OVOL2",-0.082637397874925,-0.0304855793229679,-0.0266449445631131,0.0971453173325854,-0.0346054877509506,0.0848585158873474,0.0848585158873474,-0.112481039535766,-0.0212899842506278
"ZEB",-0.0726572587258794,-0.0451795662281416,-0.0396381039134677,-0.0346637137431812,-0.0332549376235092,-0.0241715079429987,-0.0241715079429987,0.0849985684183652,0.113914505742934
"Ecad",-0.0569353546224617,0.0242338819468715,0.0312868127712927,0.0291932718071854,0.0545828874128354,0.0608600514954674,0.0608600514954674,0.171360388300687,-0.220453392409989
"GRHL2",-0.0241715079429987,0.0370612958470101,0.0451795662281416,0.038935754829478,0.0393016375830179,0.0288240759188295,0.0288240759188295,-0.0830156932493701,-0.114049043509607
"miR200",0.0123347510781224,0.0549637498697275,-0.0528229419660441,-0.0478282809613813,-0.0334409173833412,-0.0169042199816352,-0.0169042199816352,0.137794774526533,0.0106110564940983
"NRF2",0.194903325433382,0.12568408246912,0.127594363645338,0.10122977801912,-0.131577701252402,-0.193576395065633,-0.193576395065633,-0.390979488641736,0.0476977025362326
"miR34",0.194903325433382,0.12568408246912,0.127594363645338,0.10122977801912,-0.131577701252402,-0.193576395065633,-0.193576395065633,-0.390979488641736,0.0476977025362326
