"","OVOL2","KEAP1","ZEB","miR34","GRHL2","Ecad","NRF2","SNAIL","miR200"
"OVOL2",0.253240678692055,0.2416888417971,-0.0837107322511466,0.10068059954247,0.0913380614436932,0.0913380614436932,0.0654178314072041,-0.0896324694971756,-0.242743961236621
"ZEB",-0.138117757993268,-0.13075013868374,-0.0629733252723885,-0.0246194845802053,-0.0235190783632514,-0.0235190783632514,0.021265700305822,0.0580336385505775,0.128884193591006
"SNAIL",0.0804438794087997,0.104178252596591,-0.0330522350471675,-0.039871186919809,0.0531988467344514,0.0531988467344514,0.0447094862736387,-0.0450324646532349,-0.106936775725746
"miR200",0.148467673358357,0.0372266725628678,-0.0322426608704412,0.0290134653602302,0.0444495382455454,0.0444495382455454,-0.110051148859926,0.029376830792507,-0.138909856454641
"GRHL2",0.145932577807008,0.128477022977023,-0.0235190783632514,0.0436763673130666,0.0398534187459301,0.0398534187459301,-0.00786958268137461,-0.0345771266082611,-0.13075013868374
"Ecad",0.149787608847452,0.15678168433382,-0.0231023099404166,0.0481135688829545,0.0421514484215908,0.0421514484215908,-0.095585124565136,0.0641907084444398,-0.159421456907259
"KEAP1",-0.0828805861174734,-0.103468688446559,0.0288717899923814,0.0339900617320536,-0.0582654968227728,-0.0582654968227728,0.051031772306828,-0.0621776854872025,0.107505146779892
"NRF2",-0.0687714203090285,-0.107505146779892,0.0531988467344514,0.0682698606081257,-0.0288717899923814,-0.0288717899923814,-0.0247191434440878,-0.0200162160297057,0.104178252596591
"miR34",-0.0687714203090285,-0.107505146779892,0.0531988467344514,0.0682698606081257,-0.0288717899923814,-0.0288717899923814,-0.0247191434440878,-0.0200162160297057,0.104178252596591
