"","miR34","NRF2","GRHL2","miR200","OVOL2","ZEB","KEAP1","Ecad","SNAIL"
"Ecad",0.218804174220635,0.187585138511466,0.309990515183829,0.140102934561333,0.158821455977471,-0.308586558578852,-0.137517311168887,-0.309990515183829,-0.0595588222453894
"GRHL2",0.352441848264714,0.2963408806416,0.286833874294612,0.196748925611098,0.144100524772052,-0.284980903499043,-0.194475809904381,-0.286833874294612,-0.406692808864306
"miR200",0.34795822620234,0.387817658237195,0.269275970523684,0.200123616726717,0.136209297674104,-0.26726466271017,-0.298031434879934,-0.269275970523684,-0.404340917725001
"SNAIL",-0.0809362210130847,0.0608902667305051,0.209060254460525,-0.114280197368336,0.140161006505778,-0.208739541394592,0.115751409703885,-0.209060254460525,0.25128764146581
"KEAP1",-0.0842592170901885,-0.043120748811172,0.208032936948972,-0.116116294872376,0.140161390621309,-0.208339920832318,0.119892336539043,-0.208032936948972,0.359490868014809
"OVOL2",0.107417949698325,0.0284535297229276,0.0912575121082998,-0.0207483771576946,-0.0320525676204984,-0.0901693133505358,0.0228839389032842,-0.0912575121082998,-0.136824603887375
"ZEB",-0.352216184892214,-0.295975706703487,-0.284980903499043,-0.196495247275228,-0.142750814959662,0.184350637460431,0.196748925611098,0.284980903499043,0.409576990928299
"NRF2",0.0826916335350274,-0.0592968336064104,-0.208339920832318,0.115751409703885,-0.139440484339126,0.209060254460525,-0.116116294872376,0.208339920832318,-0.354236703128009
"miR34",0.0826916335350274,-0.0592968336064104,-0.208339920832318,0.115751409703885,-0.139440484339126,0.209060254460525,-0.116116294872376,0.208339920832318,-0.354236703128009
