"","Ecad","miR34","OVOL2","miR200","SNAIL","NRF2","KEAP1","ZEB","GRHL2"
"miR200",0.509850591224942,0.471147997203845,0.262705847455644,0.261144316588224,-0.130831171181705,-0.129097977550376,-0.341811297868703,-0.517905091178598,-0.509850591224942
"Ecad",0.501179107682139,0.360418240744668,0.261522422569703,0.223564612490617,-0.0182753222305461,-0.332016222371448,-0.20319098314176,-0.508039350183734,-0.501179107682139
"OVOL2",0.160114946207615,0.155149249414408,0.0043506691592659,0.00511238271256796,-0.0713061458886666,-0.0892859389224671,0.00911062733216911,-0.156522399623764,-0.160114946207615
"SNAIL",0.16139650185036,0.0315819629994981,0.11435730249762,0.00141827464097965,-0.059294830739159,-0.0898337302744059,0.015118717861496,-0.156319239157203,-0.16139650185036
"KEAP1",0.154934419335396,0.02760818532856,0.113183419245869,0.0011723317199593,0.049156499156137,-0.180358454222597,0.0253901682800407,-0.146876092397561,-0.154934419335396
"NRF2",-0.146876092397561,-0.0136182415249516,-0.10041307939005,0.015118717861496,-0.0195537652817244,0.104754058618201,0.0011723317199593,0.16139650185036,0.146876092397561
"miR34",-0.146876092397561,-0.0136182415249516,-0.10041307939005,0.015118717861496,-0.0195537652817244,0.104754058618201,0.0011723317199593,0.16139650185036,0.146876092397561
"ZEB",-0.549227025848037,-0.507171013478896,-0.276198164642578,-0.27225420941248,0.16807969833467,0.261628423798196,0.272462789377529,0.466018639992534,0.549227025848037
"GRHL2",-0.538451597852066,-0.500813531570874,-0.274740478045197,-0.272462789377529,0.152396958361709,0.244388369983089,0.253713857571,0.549227025848037,0.538451597852066
