"","KEAP1","miR200","ZEB","OVOL2","GRHL2","Ecad","miR34","SNAIL","NRF2"
"OVOL2",0.120864680115889,0.125465000872198,-0.0853031828076479,-0.0284868261853473,0.093566536844915,0.093566536844915,0.0949019336764584,-0.0502449010922789,-0.100527845099523
"ZEB",-0.119822066584928,-0.113198243370541,-0.062644701179999,-0.0313183921561379,-0.0253271690515408,-0.0253271690515408,-0.0227116394925812,0.0387079663830482,0.138228027880497
"SNAIL",-0.0456355600455435,-0.0354785364212685,-0.0340545218070628,0.0570785910328084,0.0526350541074501,0.0526350541074501,-0.0417498472979718,-0.0438653630376463,0.0136680840967958
"miR200",0.204974326145544,0.110967719255502,-0.0338664234221998,0.0489352773682069,0.0446829958570872,0.0446829958570872,0.0252745192414135,0.042857296749579,-0.232122605608951
"KEAP1",-0.0483550948169537,-0.033250928150287,-0.0298750389425316,0.0629503818239353,0.057810572327029,0.057810572327029,-0.0359547707256072,0.062730996228681,-0.0835815325347619
"GRHL2",0.111703796203796,0.119822066584928,-0.0253271690515408,0.0478523373579195,0.0400502304815509,0.0400502304815509,0.0395430144828543,-0.0191721394339721,-0.130559375180132
"Ecad",-0.133672062738985,-0.136961625484348,0.0200922146032209,-0.0352549925898482,-0.0259473518080709,-0.0259473518080709,-0.11748389903941,0.0825012791430702,0.0267164076484465
"NRF2",0.033250928150287,0.0456355600455435,0.0526350541074501,-0.0314364786313504,-0.0298750389425316,-0.0298750389425316,0.0676909434555688,-0.0260372755964726,-0.00169319273996334
"miR34",0.033250928150287,0.0456355600455435,0.0526350541074501,-0.0314364786313504,-0.0298750389425316,-0.0298750389425316,0.0676909434555688,-0.0260372755964726,-0.00169319273996334
