"","OVOL2","SNAIL","GRHL2","Ecad","ZEB","miR34","miR200","KEAP1","NRF2"
"NRF2",0.127632240577696,0.00372168470992958,0.088614924761726,0.088614924761726,-0.102174889376916,0.0956759830159875,0.070238108036393,-0.0809485609232786,-0.01525600400322
"OVOL2",0.272640547055346,0.110144674845304,0.113268521383041,0.113268521383041,-0.096836223246395,0.095532674365779,-0.160496713607813,0.173250997392737,-0.118621206946914
"miR200",0.191515983642329,0.0155082272951989,0.0866729627733644,0.0866729627733644,-0.0571521545427592,0.0557083737848281,0.0237169240914738,-0.100860230682633,0.0399739859697206
"GRHL2",0.185946869778817,0.085193868997281,0.0773019323088485,0.0773019323088485,-0.0436060612111647,0.0479689015984147,0.0177665079994108,0.00836577708006279,-0.0536934837240405
"ZEB",-0.169750352030133,-0.09357602312076,-0.0436060612111647,-0.0436060612111647,-0.0275675604965246,-0.0241186175738251,0.0048446876711456,0.0177665079994108,0.0901147791305368
"Ecad",0.154333689747764,0.0937997796206751,0.0476814994272827,0.0476814994272827,-0.0242609506078825,0.0369420592060241,0.0193739620560263,-0.00119337453741257,-0.140928582934294
"KEAP1",-0.13504727662301,0.000336410121339113,-0.104347848783215,-0.104347848783215,0.088614924761726,-0.106826530191379,-0.0809485609232786,0.0688391859232786,-0.102106633359417
"SNAIL",-0.134286474705017,-0.100405754132817,-0.102174889376916,-0.102174889376916,0.0906167236890491,-0.105213724385209,-0.0791926985018054,0.070238108036393,0.000866820034122984
"miR34",-0.127632240577696,-0.00372168470992958,-0.088614924761726,-0.088614924761726,0.102174889376916,-0.0956759830159875,-0.070238108036393,0.0809485609232786,0.01525600400322
