"","miR200","ZEB","OVOL2","Ecad","miR34","NRF2","GRHL2","SNAIL","KEAP1"
"OVOL2",0.126857809637796,-0.0856287409063292,-0.030728734688259,0.0908312253783789,0.0812793681401583,0.0184828354318476,-0.0908312253783789,-0.0787810070939904,-0.124519664959818
"ZEB",-0.115528136360628,-0.0645420132881076,-0.0324793059715805,-0.0262428337894483,-0.0190979370700953,0.0249461238387359,0.0262428337894483,0.045000097551336,0.119739196736072
"SNAIL",-0.025629630196547,-0.0325117694302581,0.0483886898637836,0.0420623546274758,0.073268459280132,-0.0278762262601101,-0.0420623546274758,-0.0799805971254627,0.0299018044786237
"KEAP1",-0.0245573099519012,-0.0298166829479611,0.0526090806891143,0.0457798448819596,0.075532548572704,-0.12355409418327,-0.0457798448819596,0.022950195229058,0.0318489766185679
"GRHL2",0.119739196736072,-0.0262428337894483,0.0461788605673424,0.0380454521177463,0.0248484623210486,-0.0129722626048323,-0.0380454521177463,-0.0336661633467394,-0.114355501641216
"Ecad",0.0973142651609286,-0.0255820746214355,0.0462325198938454,0.0382495921708931,0.111687725572464,-0.116421184754708,-0.0382495921708931,0.0418025832578071,-0.0915338400898578
"miR200",0.12274834920285,-0.0247990802149951,0.0463959881051008,0.0373210933765485,0.0103015060459242,0.0892616433522823,-0.0373210933765485,-0.0278953097722467,-0.216943724379821
"NRF2",0.0299018044786237,0.0420623546274758,-0.034071490575829,-0.0298166829479611,-0.0672805521219498,0.0406236912528672,0.0298166829479611,-0.00778573559642242,-0.0245573099519012
"miR34",0.0299018044786237,0.0420623546274758,-0.034071490575829,-0.0298166829479611,-0.0672805521219498,0.0406236912528672,0.0298166829479611,-0.00778573559642242,-0.0245573099519012
