"","OVOL2","ZEB","GRHL2","Ecad","miR34","miR200","KEAP1","SNAIL","NRF2"
"SNAIL",0.12821824961456,-0.089341653078247,0.0944688970284323,0.0944688970284323,-0.0193415194013691,0.0931259067864525,-0.0911029898250718,-0.0605106884186711,0.00450810692201776
"KEAP1",0.129141986356791,-0.0876825960048003,0.0965851286218379,0.0965851286218379,-0.0163713711059607,0.0937430413382721,-0.0903576246716054,0.0436551959306441,-0.0931909749393046
"OVOL2",0.25411048419145,-0.0868859110997188,0.091492122279843,0.091492122279843,0.0926018497854205,-0.162906126202986,0.164704049727929,-0.0485742982603059,-0.114393398907599
"ZEB",-0.137899366509069,-0.0678124925842291,-0.0253076560258685,-0.0253076560258685,-0.0250464707669534,-0.00201784385915741,0.004751932590202,0.0482361590599244,0.055858536707552
"GRHL2",0.142096964025603,-0.0253076560258685,0.0343509591477215,0.0343509591477215,0.0373957042896365,0.004751932590202,-0.00114571143142572,-0.0303452171942191,-0.0465369914452034
"miR200",0.13521718739363,-0.0205195431722223,0.0297789740740667,0.0297789740740667,0.0376096152038548,-0.00664813421469247,-0.0896551534996382,-0.0301488680264068,0.0513287138366386
"Ecad",-0.118475286813,0.00828020936826645,-0.0135929087939206,-0.0135929087939206,-0.110004088595814,-0.00550186314254007,0.00334943319804298,0.0861363505393356,-0.063153817563869
"NRF2",-0.125022521887172,0.0944688970284323,-0.0876825960048003,-0.0876825960048003,0.0285866920169338,-0.0911029898250718,0.0937430413382721,-0.0260985961869448,0.00234848409681372
"miR34",-0.125022521887172,0.0944688970284323,-0.0876825960048003,-0.0876825960048003,0.0285866920169338,-0.0911029898250718,0.0937430413382721,-0.0260985961869448,0.00234848409681372
