"","OVOL2","NRF2","miR34","KEAP1","GRHL2","Ecad","ZEB","miR200","SNAIL"
"OVOL2",0.276187621812644,0.111387771805918,0.12780657611381,-0.156294199250508,0.11770870850303,0.11770870850303,-0.0980962861427815,-0.138846744198596,-0.118323676382792
"miR200",0.193260490466228,-0.0439904069178749,0.0701528783893272,0.105337052234758,0.0892041811849257,0.0892041811849257,-0.0565690898882346,0.0343287149687522,-0.0166398929817013
"GRHL2",0.191957098029934,0.0410386806555224,0.0902022406682407,0.0126918081918082,0.0851450895610389,0.0851450895610389,-0.0438359254119956,0.0494547546966791,-0.0951658668187542
"Ecad",0.164782467816879,0.124690418661864,0.152502729521488,0.0760271631756692,0.0581707372006492,0.0581707372006492,-0.0378771826377902,0.0940182285608052,-0.125465538226732
"SNAIL",0.0977948411886777,0.0251598646285321,-0.0221293453822681,-0.0749406361303324,0.0764151575836056,0.0764151575836056,-0.0298617817662038,-0.0334637652857999,-0.0586333756774994
"KEAP1",0.101094498356837,-0.0825081763277754,-0.0158962377448304,-0.0813002190612188,0.0833631653646947,0.0833631653646947,-0.0235780540830369,-0.0277845940612188,0.0446834529949102
"ZEB",-0.172021884100929,-0.0863779080243481,-0.0543528904231236,-0.0494547546966791,-0.0438359254119956,-0.0438359254119956,-0.01965508500398,-0.0170121141870676,0.11073594342984
"NRF2",-0.0719492872342825,-0.0826200288004297,0.0682771901257828,0.0277845940612188,-0.0235780540830369,-0.0235780540830369,0.0764151575836056,0.0749406361303324,-0.0211465029735518
"miR34",-0.0719492872342825,-0.0826200288004297,0.0682771901257828,0.0277845940612188,-0.0235780540830369,-0.0235780540830369,0.0764151575836056,0.0749406361303324,-0.0211465029735518
