"","miR200","SNAIL","ZEB","GRHL2","Ecad","NRF2","OVOL2","miR34","KEAP1"
"ZEB",-0.0917784966980612,-0.0769689410594869,-0.0736857028365151,-0.0255977841932733,-0.0255977841932733,0.0225629994623489,0.0328990922130801,0.0333503896793351,0.0924267857786182
"KEAP1",-0.0489967300658893,0.0720806706378789,-0.0397796126549661,0.0379377093548893,0.0379377093548893,-0.145340245590802,-0.042475893238527,-0.0972305595673939,0.047304021732556
"OVOL2",-0.0481350429166387,0.0784529640360148,-0.039183943880349,0.0401827016443241,0.0401827016443241,-0.0432864083884179,-0.0743824317916152,-0.0435485909427233,0.0495784463099028
"SNAIL",-0.0483416170689324,-0.0295858325834804,-0.0390194318227823,0.039590051173859,0.039590051173859,-0.0432440382410943,-0.0434540172479563,-0.099024860110009,0.0492328322337365
"Ecad",0.0695575820413171,0.11925395399276,-0.0256177101489642,0.0264313668177581,0.0264313668177581,-0.127710538335324,-0.033231566460171,-0.124491392083596,-0.0685422848976864
"miR200",0.100206495589584,-0.00353123815317286,-0.0212122876810725,0.0223152629336445,0.0223152629336445,0.0852748417430788,-0.0325823267662554,-0.0152038479794706,-0.198963771033976
"GRHL2",-0.0924267857786182,-0.0762704282158636,0.0255977841932733,-0.0271083582114002,-0.0271083582114002,0.0205064936003462,0.034032848455488,0.0346498994451121,0.0907005851291565
"NRF2",0.0492328322337365,-0.0687914779851664,0.039590051173859,-0.0397796126549661,-0.0397796126549661,0.0414574617080185,0.0441236790263746,0.0999220709545574,-0.0489967300658893
"miR34",0.0492328322337365,-0.0687914779851664,0.039590051173859,-0.0397796126549661,-0.0397796126549661,0.0414574617080185,0.0441236790263746,0.0999220709545574,-0.0489967300658893
