"","GRHL2","miR34","NRF2","miR200","OVOL2","KEAP1","SNAIL","ZEB","Ecad"
"GRHL2",0.522859292449376,0.514063540874347,0.459815670862884,0.28284840511687,0.265966589772325,-0.267586056800343,-0.28685739036899,-0.533372887615539,-0.522859292449376
"miR200",0.495494227461233,0.48234780774667,0.540316373092198,0.270285848488365,0.254568803142992,-0.354539427220471,-0.240884972366242,-0.50354872741489,-0.495494227461233
"SNAIL",0.156547647671078,0.032361864462181,0.0696636397906402,0.00216817446468498,0.111240509073502,0.0102946915701148,-0.0879710674883843,-0.153203068554913,-0.156547647671078
"OVOL2",0.154845994130836,0.156610240461785,0.0722992055543564,0.00619147099270575,0.00102765126556899,0.00401364422633704,-0.111886376083015,-0.152923012764376,-0.154845994130836
"KEAP1",0.15117554609716,0.0280196630333102,-0.0395422259676157,0.00153188065568468,0.110651633775125,0.020603536010982,0.0210557184750733,-0.144959122459401,-0.15117554609716
"NRF2",-0.144959122459401,-0.0192352797147654,-0.0653661989408092,0.0102946915701148,-0.0999410261541154,0.00153188065568468,-0.00273021655281787,0.156547647671078,0.144959122459401
"miR34",-0.144959122459401,-0.0192352797147654,-0.0653661989408092,0.0102946915701148,-0.0999410261541154,0.00153188065568468,-0.00273021655281787,0.156547647671078,0.144959122459401
"Ecad",-0.433834698505197,-0.413107404071919,-0.493163185313956,-0.259240000309839,-0.22276688705462,0.251753876037468,0.256087991946201,0.44345499205976,0.433834698505197
"ZEB",-0.533372887615539,-0.523362428120475,-0.475633468287447,-0.285774161923905,-0.268450055827124,0.28284840511687,0.299926340346458,0.446422711804487,0.533372887615539
