"","miR200","ZEB","miR34","OVOL2","GRHL2","Ecad","NRF2","SNAIL","KEAP1"
"ZEB",-0.129082875098752,-0.0584937233173439,-0.0487328056439829,-0.0427886952439642,-0.0414266641304104,-0.0414266641304104,0.0210986209311579,0.0854710051433619,0.129009590246168
"miR200",0.12006652173632,-0.0478010563550086,0.0344503514639681,0.045744336885371,0.0468093054976539,0.0468093054976539,0.0709754672231968,-0.00714114423818049,-0.220648557287681
"NRF2",-0.0376172228191694,-0.0457145432958824,-0.0533784640627735,0.0420890419340545,0.0414557286870109,0.0414557286870109,-0.0457051678933639,0.0327207287929653,0.0366084226474587
"SNAIL",-0.0372635660077392,-0.0435611841388996,-0.0482877677491398,0.0489467176143122,0.0457145432958824,0.0457145432958824,-0.0396694363627024,-0.0624958649702632,0.0376172228191694
"GRHL2",0.129009590246168,-0.0414266641304104,0.0492697288406213,0.0434635501501594,0.0416079330125856,0.0416079330125856,-0.0208487650787651,-0.0844795675588644,-0.129129227914942
"Ecad",0.144735994644329,-0.0304315880158812,0.125714408480356,0.033773696476382,0.0288999989922692,0.0288999989922692,-0.106391201539117,-0.116960075019776,-0.145372247521004
"KEAP1",0.0366084226474587,0.0414557286870109,0.0442391561657016,-0.0542414621194304,-0.0495140556248467,-0.0495140556248467,-0.0656501434619475,-0.0406233345170148,-0.0392125893141254
"OVOL2",0.036358183253798,0.044372572822474,-0.04956974426852,-0.077542224135007,-0.0445961753069461,-0.0445961753069461,0.0411111411743294,0.0797436182990396,-0.0357757573231826
"miR34",0.0376172228191694,0.0457145432958824,0.0533784640627735,-0.0420890419340545,-0.0414557286870109,-0.0414557286870109,0.0457051678933639,-0.0327207287929653,-0.0366084226474587
