"","ZEB","KEAP1","GRHL2","Ecad","miR34","miR200","OVOL2","SNAIL","NRF2"
"ZEB",-0.0803617206745698,-0.0233956703135232,-0.0191805071500173,-0.0191805071500173,-0.0188731527071049,0.0230968936068317,0.0302205034219347,0.0311096954951742,0.0948775356411872
"OVOL2",-0.0379020613240983,0.0725502500852996,0.0392983346160238,0.0392983346160238,0.0376053416802258,-0.0733183770372706,-0.0750181683828795,-0.0410524250210676,-0.0548772737812752
"SNAIL",-0.037187053530034,0.0882479664283389,0.0394736960390931,0.0394736960390931,-0.0573672413855134,-0.0895211309494876,-0.0446844865206964,-0.0417183486764835,-0.0588677144780573
"KEAP1",-0.036023677082945,0.0874682256041277,0.0411656571289926,0.0411656571289926,-0.0541742700967104,-0.0900723922707944,-0.046998677834849,0.0635006337791344,-0.157840446236883
"Ecad",-0.0197510925850895,0.0820402507989845,0.0213943599750065,0.0213943599750065,0.0250573512978819,-0.0829743241711248,-0.0317512422154911,0.0687541757691011,-0.209723398246528
"GRHL2",-0.0191805071500173,0.0229000285428857,0.0199055826787182,0.0199055826787182,0.0201259734992612,-0.0233956703135232,-0.0311787973887318,-0.0290366896366794,-0.0943970436173548
"miR200",-0.0151939626147747,-0.0901675261749868,0.0164637744601728,0.0164637744601728,0.0256557527988562,-0.0106032776633017,-0.0304205377453268,-0.0327284269273136,0.0127773047191426
"NRF2",0.0394736960390931,-0.0900723922707944,-0.036023677082945,-0.036023677082945,0.063550194379467,0.0882479664283389,0.0400985748482373,-0.0480798734203134,0.0611371495335861
"miR34",0.0394736960390931,-0.0900723922707944,-0.036023677082945,-0.036023677082945,0.063550194379467,0.0882479664283389,0.0400985748482373,-0.0480798734203134,0.0611371495335861
