"","NRF2","miR200","GRHL2","Ecad","miR34","OVOL2","SNAIL","ZEB","KEAP1"
"OVOL2",0.11976887449596,0.137344937043263,0.115441917987365,0.115441917987365,0.106898657399483,-0.0185497909507999,0.0556794417141948,-0.110080427304135,-0.138129945906266
"GRHL2",0.167620531902042,0.141991528980334,0.0816454081512092,0.0816454081512092,0.0619172949728873,0.0699151279995035,0.0260115178421865,-0.0690572913334852,-0.14341008991009
"miR200",0.267365171416437,0.142354890408249,0.0802400709583801,0.0802400709583801,0.0600091832442403,0.0701204345136446,-0.03379474387478,-0.0665502016470445,-0.24375492186963
"Ecad",0.254109613972549,0.151914117995866,0.0605492832648576,0.0605492832648576,0.130854336190206,0.0550467556247507,-0.0459134915105064,-0.0546462839030197,-0.152739893006019
"miR34",0.00801107864025459,-0.022078335052824,0.0383406403603515,0.0383406403603515,-0.0380181886263586,0.0377701323686208,0.0335131655919246,-0.0529115995414459,0.023688122560873
"SNAIL",-0.00483295805699312,-0.0234080846638016,0.0529115995414459,0.0529115995414459,-0.030996538538588,0.0552406757271018,-0.0804419635177127,-0.0421947850135605,0.022078335052824
"KEAP1",-0.109058518429342,-0.023688122560873,0.0579108629236669,0.0579108629236669,-0.0284648020543385,0.0611480932337083,0.0150167965188789,-0.0383406403603515,0.0222558308942063
"ZEB",-0.179825029307386,-0.143541785477318,-0.0690572913334852,-0.0690572913334852,-0.0560422657922788,-0.0545284361382536,-0.0385396836826552,-0.021435643052503,0.141991528980334
"NRF2",-0.00801107864025459,0.022078335052824,-0.0383406403603515,-0.0383406403603515,0.0380181886263586,-0.0377701323686208,-0.0335131655919246,0.0529115995414459,-0.023688122560873
