"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","SNAIL","ZEB","KEAP1"
"GRHL2",0.588129811298413,0.588129811298413,0.578678733023833,0.528268118384533,0.298596952436609,-0.202355123006715,-0.364731067503946,-0.60939869347364,-0.503810760667904
"Ecad",0.574071090198649,0.574071090198649,0.410620776448566,0.415450013238297,0.297120705984302,-0.322374744869319,-0.0338894025834324,-0.594827312279057,-0.392152328115784
"miR200",0.543590673404314,0.543590673404314,0.547604508659141,0.50381954542059,0.27829369451339,-0.0817122096608634,-0.381241769706039,-0.561099246951446,-0.582944919024491
"SNAIL",0.35435217628459,0.35435217628459,0.0231658219927748,0.0346078648201337,0.216714373304033,-0.208909201732763,0.263898174512321,-0.367193194236192,-0.0209567118989285
"KEAP1",0.318653166746966,0.318653166746966,-0.00924511933442649,0.00500908365252368,0.200061847617835,-0.295362667790285,0.386330678280855,-0.337455929601916,0.0138711246808097
"OVOL2",0.326873952515815,0.326873952515815,0.332179348422566,0.320134552041294,0.0820242469853463,-0.0635666731266388,-0.253474270672747,-0.337164635745629,-0.308342537185213
"NRF2",-0.337455929601916,-0.337455929601916,-0.0073476047117137,-0.0209567118989285,-0.207991816721851,0.204080616508233,-0.374156393787049,0.35435217628459,0.00500908365252368
"miR34",-0.337455929601916,-0.337455929601916,-0.0073476047117137,-0.0209567118989285,-0.207991816721851,0.204080616508233,-0.374156393787049,0.35435217628459,0.00500908365252368
"ZEB",-0.60939869347364,-0.60939869347364,-0.600272383323421,-0.547959194544407,-0.30800442982897,0.209216549107042,0.384717547900521,0.527503914730191,0.528268118384533
