"","KEAP1","ZEB","SNAIL","OVOL2","NRF2","GRHL2","miR34","Ecad","miR200"
"ZEB",-0.0942219576575486,-0.0918404368541198,-0.0334241392122663,-0.0251543044802178,-0.00944187121931688,-0.00801360680009634,-0.00322650077852027,0.00801360680009634,0.0942275949539013
"OVOL2",0.0850038037847012,-0.0356453028135027,0.064572004333895,-0.0562239196879594,-0.03186175138719,0.0361074146147449,0.0298102464642215,-0.0361074146147449,-0.0850797723843467
"miR34",0.0768352809778993,-0.030506375273669,0.0256314242658745,0.038053672663039,-0.0322910596295897,0.0301904394718239,-0.0457381730056403,-0.0301904394718239,-0.0769855278119839
"SNAIL",0.0769855278119839,-0.0302689643027831,-0.0745802308773455,0.0385707532767543,-0.0324359171863256,0.030506375273669,-0.0456016409206003,-0.030506375273669,-0.0769855278119839
"KEAP1",0.0769654893112326,-0.0301904394718239,0.0251615396012012,0.0389805521687033,-0.13295040028893,0.03049742335517,-0.0458860582466932,-0.03049742335517,-0.0768352809778993
"Ecad",0.123767625053691,-0.00973111773919729,0.0709230567066388,0.0254421476242234,-0.099435508333281,0.00997042852413666,0.015478473079567,-0.00997042852413666,-0.123754087758442
"GRHL2",0.0942048665620094,-0.00801360680009634,0.0332664105056417,0.0254647377370676,0.00919201536692403,0.00823515765608828,0.00338991218619282,-0.00823515765608828,-0.0942219576575486
"miR200",-0.0146615084796582,-0.00580797079385768,-0.0254103592773669,0.0248994808723011,0.111903990604849,0.00605822568309672,0.00949122010671502,-0.00605822568309672,-0.0854171449732284
"NRF2",-0.0768352809778993,0.030506375273669,-0.0256314242658745,-0.038053672663039,0.0322910596295897,-0.0301904394718239,0.0457381730056403,0.0301904394718239,0.0769855278119839
