"","NRF2","miR200","ZEB","OVOL2","miR34","GRHL2","Ecad","SNAIL","KEAP1"
"SNAIL",0.0253321022713465,-0.00944729145132462,-0.0821965056777936,0.0789880256003112,-0.0198664672726523,0.0930049525102314,0.0930049525102314,-0.064229764611154,0.0143560479939756
"KEAP1",-0.075505276991914,-0.00802421712898314,-0.0798999354496981,0.0820102815160614,-0.0165940931183196,0.09578635141286,0.09578635141286,0.0390624960315314,0.0160971337956498
"ZEB",-0.128075215040929,-0.11032613824548,-0.0787421378617097,-0.0212478583631857,-0.0209477045266532,-0.00631723983350695,-0.00631723983350695,0.0983232671574044,0.116228387526725
"OVOL2",0.0544645743869607,0.0932646215537048,-0.0288080065305777,-0.043150782143608,0.0550024841258518,0.0492850251641181,0.0492850251641181,-0.0751898303845985,-0.085422973879188
"GRHL2",0.117369852749943,0.116228387526725,-0.00631723983350695,0.0416014823340319,0.038526103094858,0.0244844100248463,0.0244844100248463,-0.0855472419208113,-0.10906721849579
"Ecad",0.207999244108896,0.128592386001738,0.00521880942639207,0.0272366147119938,0.110995978304183,0.00586925694246562,0.00586925694246562,-0.116949021128126,-0.124598883903457
"miR200",-0.0224458679923193,-0.110199923979809,0.0186820296446886,-0.0452078274776699,-0.0275621063254939,-0.0338919656906613,-0.0338919656906613,0.00781873317874521,0.00448968330024285
"NRF2",-0.0323335508469139,0.0143560479939756,0.0930049525102314,-0.0643995709084404,0.0333051253573021,-0.0798999354496981,-0.0798999354496981,-0.0244960714266617,-0.00802421712898314
"miR34",-0.0323335508469139,0.0143560479939756,0.0930049525102314,-0.0643995709084404,0.0333051253573021,-0.0798999354496981,-0.0798999354496981,-0.0244960714266617,-0.00802421712898314
