"","NRF2","miR200","ZEB","miR34","OVOL2","Ecad","GRHL2","SNAIL","KEAP1"
"OVOL2",0.101857622293989,0.12931721805052,-0.0850204664656433,0.100009130679467,-0.0323525785884535,0.0885931372730967,-0.0885931372730967,-0.109931577431464,-0.12804263376758
"ZEB",-0.137795071479633,-0.12213580562157,-0.0678918152273802,-0.0377668966211218,-0.0325295983420307,-0.0250425707608106,0.0250425707608106,0.101985860668096,0.125027738650489
"SNAIL",-0.0134283174253536,-0.0374187842938512,-0.0359055711597325,-0.0448948388600847,0.0556511400158954,0.0511373592392027,-0.0511373592392027,-0.0480501431548633,0.044152409983482
"KEAP1",-0.116418467465238,-0.0352019914387299,-0.0314103277719968,-0.0388050302040301,0.0621757526113754,0.0568899900897252,-0.0568899900897252,0.0574052854906517,0.0471811581053966
"GRHL2",0.131971508150785,0.125027738650489,-0.0250425707608106,0.0471902877969057,0.0434352536261446,0.0342872837517472,-0.0342872837517472,-0.0942571540434902,-0.121250606536321
"miR200",0.232917252842979,0.128770424319849,-0.0226911148740945,0.0496184694879029,0.0441808552314951,0.0338042856962282,-0.0338042856962282,-0.0802029120040253,-0.224004025074923
"Ecad",0.227837622875887,0.141402322287292,-0.0195110935592868,0.123559680577056,0.0318797230641393,0.0215372582051068,-0.0215372582051068,-0.128085816966414,-0.140901442363101
"NRF2",0.00183971288648349,0.044152409983482,0.0511373592392027,0.0653356424489281,-0.0327215816535999,-0.0314103277719968,0.0314103277719968,-0.0345518040724543,-0.0352019914387299
"miR34",0.00183971288648349,0.044152409983482,0.0511373592392027,0.0653356424489281,-0.0327215816535999,-0.0314103277719968,0.0314103277719968,-0.0345518040724543,-0.0352019914387299
