"","miR200","SNAIL","GRHL2","Ecad","OVOL2","ZEB","NRF2","miR34","KEAP1"
"GRHL2",0.113311257265819,0.0904196389957412,0.0509031514588474,0.0509031514588474,0.0461251547257489,-0.0530985190318585,-0.0361772549563256,-0.0575804721248242,-0.113943627800771
"Ecad",0.0871046051010603,0.129834292035785,0.0488925203351129,0.0488925203351129,0.0461948279384591,-0.0505198336727006,-0.139141818141247,-0.144175975883521,-0.0883635735591624
"miR200",0.118208753981277,0.00778029206192287,0.0473774409157835,0.0473774409157835,0.04573605341446,-0.0489623885476308,0.0691201743000125,-0.034936955441069,-0.21901101920072
"SNAIL",-0.0440831651457582,-0.0272852167312077,0.0465884465081869,0.0465884465081869,0.0478438859048814,-0.0482170024663692,-0.0469003045908025,-0.105017261652176,0.0421168332742063
"KEAP1",-0.0451432337893383,0.0721445831677355,0.0484273238076443,0.0484273238076443,0.0514801766862745,-0.0478901020117885,-0.143468719276069,-0.106555735438413,0.041497400456005
"ZEB",-0.113215423227824,-0.0899013875311175,-0.0530985190318585,-0.0530985190318585,-0.0490540250186359,-0.0478037565602599,0.0328522501514053,0.059424686582843,0.113311257265819
"NRF2",0.0421168332742063,-0.072785334983199,-0.0478901020117885,-0.0478901020117885,-0.0473607122166556,0.0465884465081869,0.0458863016936514,0.10587546332957,-0.0451432337893383
"miR34",0.0421168332742063,-0.072785334983199,-0.0478901020117885,-0.0478901020117885,-0.0473607122166556,0.0465884465081869,0.0458863016936514,0.10587546332957,-0.0451432337893383
"OVOL2",0.0433699429661149,-0.0824361832789978,-0.0460093012021806,-0.0460093012021806,-0.0766877934210117,0.0487471894009384,0.0482663459400601,0.0509621941597623,-0.0414200822418809
