"","ZEB","NRF2","miR200","miR34","OVOL2","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.100983574348657,-0.0905032556402354,-0.0392860469807023,-0.0289798154903113,-0.0190136634727769,-0.00325916646701448,-0.00325916646701448,0.042989750684406,0.170352228115779
"SNAIL",-0.0815945630251213,-0.0402255170936688,-0.179948054685532,-0.186970644172031,0.070612519290462,-0.0832064585642942,-0.0832064585642942,0.182352921003257,0.350482565415187
"KEAP1",-0.080716884445755,-0.13913160376412,-0.177652341479755,-0.184595982754814,0.0718439500326421,-0.0840169611917259,-0.0840169611917259,0.182079424813088,0.447001777090041
"OVOL2",-0.0322326795950763,-0.0174052171866402,-0.0524275100020007,0.0397794743599981,-0.0539599753732649,-0.0369482075453869,-0.0369482075453869,0.0603029214985821,-0.0713017214844691
"Ecad",-0.0108953457355851,-0.0153422715364463,0.0180905181644007,0.00426521873421,0.0289680682114482,-0.0141978345677485,-0.0141978345677485,-0.0126620627697885,0.129626909328402
"GRHL2",0.00325916646701448,0.0903687178735623,0.042989750684406,0.0318200613855723,0.023197763891187,-4.3955385956311e-05,-4.3955385956311e-05,-0.0372984158698444,-0.168594679670534
"miR200",0.00805557715901379,0.192930972858039,0.0557106351862491,0.0496526245138787,0.0210724405639722,0.00459835220767447,0.00459835220767447,-0.149622857932828,-0.209297886066052
"NRF2",0.0832064585642942,0.0397909444234611,0.182352921003257,0.188648038359665,-0.0675185123395422,0.080716884445755,0.080716884445755,-0.177652341479755,-0.44806969678248
"miR34",0.0832064585642942,0.0397909444234611,0.182352921003257,0.188648038359665,-0.0675185123395422,0.080716884445755,0.080716884445755,-0.177652341479755,-0.44806969678248
