"","miR200","GRHL2","Ecad","miR34","ZEB","OVOL2","SNAIL","KEAP1","NRF2"
"miR200",0.147136738668643,0.0991639681930858,0.0991639681930858,0.0698947234012982,-0.0524775283006027,-0.0871803644364209,0.0525990940683283,-0.225569961887142,-0.262544344602687
"GRHL2",0.159949409052261,0.096064169591499,0.096064169591499,0.0901399215687401,-0.0388839077586692,-0.0885014860000922,-0.00844353638272632,-0.133612030826317,-0.159322499454533
"Ecad",0.130595008300406,0.0944748775687619,0.0944748775687619,0.0895930836654161,-0.0348067218572111,-0.0887185655683879,0.0869871989648109,-0.103209060012874,-0.242364466423861
"SNAIL",-0.0193010951697844,0.0835081215300238,0.0835081215300238,-0.014507964858748,-0.0236097500859819,-0.0834859878916176,-0.0292116710936041,0.0464619382876229,0.014476874110149
"ZEB",-0.135838692551894,-0.0388839077586692,-0.0388839077586692,-0.032502383633949,-0.00758328523542621,0.0290602658624218,0.0634007243052139,0.159949409052261,0.188209679927337
"KEAP1",0.01742137164242,-0.0882432499735664,-0.0882432499735664,0.00988614004313723,0.0190951302498519,0.0884977090897403,-0.0749927168312454,-0.0488015799757534,0.0828862938662493
"NRF2",0.0464619382876229,-0.0190951302498519,-0.0190951302498519,0.0791851640005463,0.0835081215300238,0.0166130540948896,-0.00942244771548294,-0.01742137164242,0.0173917883717438
"miR34",0.0464619382876229,-0.0190951302498519,-0.0190951302498519,0.0791851640005463,0.0835081215300238,0.0166130540948896,-0.00942244771548294,-0.01742137164242,0.0173917883717438
"OVOL2",-0.146839441533576,-0.126215240155273,-0.126215240155273,-0.125486939538859,0.0962674140683163,-0.00701103468845928,0.0456116150208211,0.132970951620518,0.115011572964636
