"","miR200","ZEB","OVOL2","miR34","GRHL2","Ecad","NRF2","SNAIL","KEAP1"
"ZEB",-0.0953586971079128,-0.0908899564135113,-0.0251016004716383,-0.0116839643155247,-0.00840016499563083,-0.00840016499563083,0.0100923657754743,0.0410130417919278,0.0965368920456207
"SNAIL",-0.0196724646312362,-0.0786193235016202,0.0686998859555901,-0.0339677047383199,0.079798048146545,0.079798048146545,-0.0540764165186321,-0.0510066748734449,0.0216812353201596
"KEAP1",-0.0186548348050276,-0.0780161702241388,0.0699224558508671,-0.0318619192842395,0.0807022792034174,0.0807022792034174,-0.152254960974337,0.0531098323170134,0.0232121264716943
"Ecad",0.0798291270485503,-0.0196340819659426,0.0314902223215591,0.0271241127985139,0.0210539926232496,0.0210539926232496,-0.118892410337299,0.0608030006164334,-0.0774871749705755
"GRHL2",0.0965368920456207,-0.00840016499563083,0.0265862812652676,0.0141818244042337,0.00948777828868219,0.00948777828868219,-0.00811273863728482,-0.0362361152484398,-0.0947765092050806
"miR200",-0.0922552670139136,0.015896010665152,-0.0301801157928992,-0.00593409235446243,-0.0165726257360576,-0.0165726257360576,0.115025845098003,-0.0288662317424165,-0.00879868925476659
"OVOL2",0.0171189373700639,0.0734651362191331,-0.0891954786823732,-0.0774210195189775,-0.0741756952253442,-0.0741756952253442,0.0500615992682017,0.0587058992652647,-0.0183091120978431
"NRF2",0.0216812353201596,0.079798048146545,-0.0663179244399505,0.0381026764566737,-0.0780161702241388,-0.0780161702241388,0.0574564261758026,-0.0410209813986025,-0.0186548348050276
"miR34",0.0216812353201596,0.079798048146545,-0.0663179244399505,0.0381026764566737,-0.0780161702241388,-0.0780161702241388,0.0574564261758026,-0.0410209813986025,-0.0186548348050276
