"","miR200","GRHL2","Ecad","miR34","NRF2","SNAIL","ZEB","KEAP1","OVOL2"
"GRHL2",0.392922391108415,0.35823127621443,0.35823127621443,0.35098085483674,-0.103608687431415,-0.126719635783473,-0.359902978127823,-0.386034679606108,-0.403962890768352
"Ecad",0.310153752977766,0.347686060061014,0.347686060061014,0.237038014231356,-0.216367915351353,0.00108452123377496,-0.348260405944868,-0.302559330343408,-0.391375244436817
"miR200",0.377152969956404,0.342429427578962,0.342429427578962,0.337972796159187,0.00242116152816151,-0.109373335339034,-0.343291416641896,-0.470152812649498,-0.387530565328933
"OVOL2",0.00705057035263339,0.216494011128564,0.216494011128564,0.212977951451531,-0.134290171702194,-0.0949465893354901,-0.217303949016763,-0.00336187279206953,-0.0113258482832549
"SNAIL",0.0194705838942876,0.113367414037499,0.113367414037499,-0.00709016958373272,-0.0597135811040013,-0.0576018140706882,-0.111538933051202,-0.014660851258837,-0.147573361232441
"KEAP1",0.0188892264466456,0.113018958427715,0.113018958427715,-0.00605871113065908,-0.157372690062,0.0481931548717901,-0.109411897798398,-0.00860276811331224,-0.145741505536265
"NRF2",-0.014660851258837,-0.109411897798398,-0.109411897798398,0.0139557830028862,0.0657975984869081,-0.0314908908820421,0.113367414037499,0.0188892264466456,0.145123585865822
"miR34",-0.014660851258837,-0.109411897798398,-0.109411897798398,0.0139557830028862,0.0657975984869081,-0.0314908908820421,0.113367414037499,0.0188892264466456,0.145123585865822
"ZEB",-0.39517167235313,-0.359902978127823,-0.359902978127823,-0.351688970936655,0.104819527331473,0.131248702930836,0.262198473384242,0.392922391108415,0.407161703023717
