"","ZEB","NRF2","miR200","OVOL2","miR34","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.0935704345035634,-0.0911376203680887,-0.0310214798484501,-0.0240589785734865,-0.0180920200020787,-0.0060580402526232,-0.0060580402526232,0.032334969898622,0.0815349252445185
"SNAIL",-0.0775076557731902,0.0129961469045613,-0.0377940178625014,0.0677901194241831,-0.032576160154782,0.0783198511999052,0.0783198511999052,0.0406515648988573,-0.0621287753016192
"KEAP1",-0.0770434705604511,-0.0862313148337647,-0.036165623709761,0.0687991210843479,-0.0309375501479788,0.0790388658022009,0.0790388658022009,0.043196873709761,0.0408813990331439
"OVOL2",-0.0722182343608593,0.0106745373233563,-0.0372627166157072,-0.0411363355686129,0.0794037573354943,0.0726505324975052,0.0726505324975052,0.038790529564133,-0.0793355968625657
"GRHL2",0.0060580402526232,-0.0917718698395475,-0.032334969898622,-0.0248823015590446,-0.0194070927590626,-0.0066421288729656,-0.0066421288729656,0.0302669473383759,0.0791013966280246
"Ecad",0.00649386653475336,0.19103807138987,0.0810414023151598,0.0151765796367455,0.0986114303250233,-0.00644600437776548,-0.00644600437776548,-0.0808654174769305,-0.11297475853446
"miR200",0.0135552477816328,0.00813236088433575,-0.0221350366988636,-0.0285682871743471,-0.0105738629684454,-0.0138425774692776,-0.0138425774692776,-0.078887458188662,0.00232454333853461
"NRF2",0.0783198511999052,-0.0116441430416932,0.0406515648988573,-0.0660184825673551,0.0354628385241988,-0.0770434705604511,-0.0770434705604511,-0.036165623709761,-0.0325516254321187
"miR34",0.0783198511999052,-0.0116441430416932,0.0406515648988573,-0.0660184825673551,0.0354628385241988,-0.0770434705604511,-0.0770434705604511,-0.036165623709761,-0.0325516254321187
