"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.096390426420155,0.0274043133528079,-0.0205949111880561,0.102085041876359,-0.00149636360217357,0.0886608207871045,-0.0909326512172302,0,0.000438340248723077,-0.000438340248723077
"SNAIL",-0.0742353286273907,-0.0567176746114728,0.0676597577636069,-0.0166672048370877,-0.0344650135787232,0.0208635729053031,-0.0228016122319406,0,-0.0768301888881262,0.0768301888881262
"OVOL2",-0.0326494401568334,-0.0353990921374086,-0.052662622850755,-0.0545007721681394,0.0378133236346136,-0.0836452029442904,0.0792812289424334,0,-0.0386966451257775,0.0386966451257775
"NRF2",0.0768301888881262,-0.0362412642907426,-0.0632094737931059,0.0183572096656729,0.0394776915580483,-0.0228016122319406,0.0199898500512151,0,0.0732285207470925,-0.0732285207470925
"miR34",0.0768301888881262,-0.0362412642907426,-0.0632094737931059,0.0183572096656729,0.0394776915580483,-0.0228016122319406,0.0199898500512151,0,0.0732285207470925,-0.0732285207470925
"miR200",0.00415993484002177,-0.0227974300301666,0.0240368401201677,4.59933603316816e-05,0.0126349845886043,-0.0963952616165777,-0.00692391409523607,0,-0.000390996664288172,0.000390996664288172
"KEAP1",-0.0732285207470925,0.046023408673485,0.0693886704975344,-0.116086147394611,-0.0324087770357177,0.0199898500512151,-0.0240263083845484,0,-0.0782937548223035,0.0782937548223035
"Iext",0.0768301888881262,-0.0362412642907426,-0.0632094737931059,0.0183572096656729,0.0394776915580483,-0.0228016122319406,0.0199898500512151,0,0.0732285207470925,-0.0732285207470925
"GRHL2",-0.000438340248723077,-0.0189996265569539,0.0259937504376174,-0.0999132179286362,0.00749589671243736,-0.0909326512172302,0.0878049807335522,0,-0.00478879342092852,0.00478879342092852
"Ecad",-0.0123184007882766,0.0714431920775204,0.0307404388503998,-0.202779344647991,0.0222582141920704,-0.0751829471994795,0.0718663098636192,0,-0.0168174435451368,0.0168174435451368
