"","OVOL2","KEAP1","GRHL2","Ecad","miR34","ZEB","miR200","SNAIL","NRF2"
"OVOL2",0.282526795229241,-0.169540676475748,0.126907113450056,0.126907113450056,0.126588239827213,-0.0955083556860808,-0.139583725348881,-0.0412279305656094,-0.11067085799937
"GRHL2",0.199485248849446,-0.00398943913229629,0.097197882972465,0.097197882972465,0.0958937029251053,-0.0353046302030793,0.0550261137646444,-0.015317009609356,-0.035261035469892
"miR200",0.19425236301397,0.0983695645369266,0.0963025654701997,0.0963025654701997,0.0949343922197275,-0.0330066158919255,0.0587282242820894,-0.0143309279045702,0.067561277169492
"Ecad",0.199272428765013,-0.00206167193580272,0.0960950697869924,0.0960950697869924,0.0946260041541914,-0.0314811578533613,0.0595465587397083,0.0866464666837801,-0.130995791694821
"SNAIL",0.104520173722454,-0.0890912132381634,0.0877912867831279,0.0877912867831279,-0.0115278119611777,-0.0206622934889466,-0.0250651840968421,-0.0111131377369942,-0.0184728307509928
"ZEB",-0.168981807089425,-0.0550261137646444,-0.0353046302030793,-0.0353046302030793,-0.0311283150175494,-0.0059081343427974,0.00105934764806206,0.0857766761258049,0.100050579963453
"KEAP1",-0.106291033618322,0.0928142660660234,-0.0917370946035743,-0.0917370946035743,0.00743280127519269,0.0167562810962835,0.0213298910660234,-0.0933220546515939,0.11398854310881
"NRF2",-0.0691128667800105,0.0213298910660234,-0.0167562810962835,-0.0167562810962835,0.0857232478886207,0.0877912867831279,0.0890912132381634,-0.00844379749653199,0.0921570412773085
"miR34",-0.0691128667800105,0.0213298910660234,-0.0167562810962835,-0.0167562810962835,0.0857232478886207,0.0877912867831279,0.0890912132381634,-0.00844379749653199,0.0921570412773085
