"","KEAP1","ZEB","miR34","OVOL2","NRF2","GRHL2","Ecad","SNAIL","miR200"
"NRF2",-0.0167348475808594,-0.0988824253061414,0.13112889014817,0.0704748536368367,0.0690570124812887,0.0897202870526345,0.0897202870526345,-0.0859497198970093,0.0183446350889083
"miR34",-0.0167348475808594,-0.0988824253061414,0.13112889014817,0.0704748536368367,0.0690570124812887,0.0897202870526345,0.0897202870526345,-0.0859497198970093,0.0183446350889083
"ZEB",-0.10233035552235,-0.0636636982374629,-0.0367926367655029,-0.0334412523570833,-0.0310868016646939,-0.0277912211548279,-0.0277912211548279,0.0870238576224325,0.102290894447881
"Ecad",0.0840480900283709,-0.0388733197690564,0.145962890117025,0.0515492301103384,0.130483342154387,0.0500411563995605,0.0500411563995605,-0.124577275957873,-0.0847384920860398
"miR200",-0.00189724294091591,-0.0388459179325456,0.0579316878388164,0.0502838895106339,0.131377196592211,0.0478272878463467,0.0478272878463467,-0.0736101176441179,-0.0978353353192697
"OVOL2",0.0863768392783626,-0.0364197453327275,0.0504097818023303,-0.0451231521671004,-0.0338405308173771,0.0495626024755846,0.0495626024755846,-0.0530551474302196,-0.0863515164118141
"GRHL2",0.102210717853575,-0.0277912211548279,0.0474610672378397,0.0463714723597827,0.0219958925737848,0.0388486229675167,0.0388486229675167,-0.079633141083451,-0.10233035552235
"KEAP1",0.0195994309141927,0.0897202870526345,-0.140327352141663,-0.0838631131630982,-0.157848221272497,-0.101308928648951,-0.101308928648951,0.0830876951212725,-0.0167348475808594
"SNAIL",0.0183446350889083,0.091772591493821,-0.138852705244718,-0.0810283841954532,-0.0607035600428531,-0.0988824253061414,-0.0988824253061414,-0.0172251072512904,-0.017368542289361
