"","NRF2","miR34","miR200","GRHL2","OVOL2","ZEB","SNAIL","Ecad","KEAP1"
"Ecad",0.167578115139509,0.169962097067541,0.195660686596451,0.250183606247718,-0.12705266903424,-0.249992157619766,-0.0307978840441527,-0.250183606247718,-0.194834911586298
"GRHL2",0.279419224733562,0.269680181953518,0.257260866108523,0.244969713003561,-0.122500817379316,-0.245009994977377,-0.178574624387814,-0.244969713003561,-0.256936135293278
"miR200",0.374516854941068,0.266547575226834,0.255907971574737,0.236437761886958,-0.118861534595494,-0.236317268792139,-0.14665625848054,-0.236437761886958,-0.355294474642221
"SNAIL",0.0253984731587059,-0.0277414411519813,-0.0141543523650614,0.0841138503632273,-0.0705905490012782,-0.0837348258307603,-0.0665081780058281,-0.0841138503632273,0.0150738600747798
"KEAP1",-0.0747197475872309,-0.0265869497932734,-0.0136357832342561,0.0845185100550272,-0.071246557218557,-0.0834440664633157,0.0360296343678396,-0.0845185100550272,0.0163701582342561
"OVOL2",0.0239408364910197,0.085229912354842,-0.0108919995561164,0.078878983756034,-0.0911869546851296,-0.0787448222653507,-0.0843044367316507,-0.078878983756034,0.0112380787322792
"NRF2",-0.0250604721929889,0.029633385758964,0.0150738600747798,-0.0834440664633157,0.0695987714307094,0.0841138503632273,-0.0300065673024829,0.0834440664633157,-0.0136357832342561
"miR34",-0.0250604721929889,0.029633385758964,0.0150738600747798,-0.0834440664633157,0.0695987714307094,0.0841138503632273,-0.0300065673024829,0.0834440664633157,-0.0136357832342561
"ZEB",-0.279745959309768,-0.269750215413949,-0.257345425553813,-0.245009994977377,0.122487320281192,0.1450498012535,0.178890081801063,0.245009994977377,0.257260866108523
