"","NRF2","ZEB","miR34","OVOL2","GRHL2","Ecad","miR200","KEAP1","SNAIL"
"KEAP1",0.137745339994783,-0.206221512270073,-0.0576238340974022,0.152302174174945,0.223642847649965,0.223642847649965,0.278005472092705,-0.267067972092705,0.297411696184234
"SNAIL",0.23486976715301,-0.204901831490059,-0.0568868308217744,0.149858867663061,0.219983675798444,0.219983675798444,0.273408531701587,-0.262530048181995,0.189506998922816
"ZEB",-0.119783815309856,-0.0415176500788238,-0.0414471004213795,-0.00646879582287664,0.00274633713514966,0.00274633713514966,0.0222384177369996,0.031220063575363,0.224772733101196
"OVOL2",-0.0214693723997216,-0.0133408738473567,0.0827384950159704,-0.0157390348696142,0.0811421160833815,0.0811421160833815,-0.0291559661780055,0.0883017414797697,-0.0773052834410104
"GRHL2",0.0995454912660349,0.00274633713514966,0.0969213825784101,0.0743591993861105,0.0632355359766328,0.0632355359766328,0.031220063575363,0.0254711003282432,-0.208616807008361
"miR200",0.183445341629006,0.0110238606714349,0.097594640015174,0.0670422062411661,0.0510486205594484,0.0510486205594484,0.00201097855363148,-0.0484165157567147,-0.231210756806966
"Ecad",0.148577241401913,0.0362383251911121,0.167295813196687,0.042114377634979,0.0124055803608981,0.0124055803608981,-0.0100230588385212,0.0526520015757623,-0.317873893955984
"NRF2",-0.241774644024087,0.219983675798444,0.069720846815533,-0.134897436790805,-0.206221512270073,-0.206221512270073,-0.262530048181995,0.278005472092705,-0.287714985376887
"miR34",-0.241774644024087,0.219983675798444,0.069720846815533,-0.134897436790805,-0.206221512270073,-0.206221512270073,-0.262530048181995,0.278005472092705,-0.287714985376887
