"","GRHL2","Ecad","miR34","miR200","SNAIL","NRF2","OVOL2","ZEB","KEAP1"
"GRHL2",0.406236380989007,0.406236380989007,0.389916183011938,0.367302416239912,-0.135364645413518,-0.142697571889728,-0.204483820278533,-0.411936280284072,-0.3596285143428
"Ecad",0.387683367812263,0.387683367812263,0.268514618953648,0.287981078723535,-0.00618050935215114,-0.249502795193258,-0.199151942444654,-0.392054778150489,-0.280332506908184
"miR200",0.385986684725771,0.385986684725771,0.372574059583663,0.354794402317248,-0.117243692872698,-0.0330247875637489,-0.196049944532364,-0.390630303226096,-0.447416708436486
"SNAIL",0.12437816593086,0.12437816593086,0.00116692224141266,0.0126757371097002,-0.0605874126882628,-0.0699891350492423,-0.0923114707347224,-0.124232387264527,-0.00923819290259873
"OVOL2",0.121310988800544,0.121310988800544,0.119674580168036,0.018646195201331,-0.070874173095585,-0.066979927061933,-0.112313042338253,-0.121693597496196,-0.0160548218578686
"KEAP1",0.121568310983946,0.121568310983946,9.6956513752372e-05,0.0106762697431224,0.0451241117489404,-0.166997180922571,-0.0918976473595987,-0.120877597246417,-0.00312418640978912
"NRF2",-0.120877597246417,-0.120877597246417,0.00466494824815239,-0.00923819290259873,-0.031412022898022,0.0732242871496769,0.0890140222308655,0.12437816593086,0.0106762697431224
"miR34",-0.120877597246417,-0.120877597246417,0.00466494824815239,-0.00923819290259873,-0.031412022898022,0.0732242871496769,0.0890140222308655,0.12437816593086,0.0106762697431224
"ZEB",-0.411936280284072,-0.411936280284072,-0.394421668966338,-0.371862988989221,0.139240265062008,0.145138471370797,0.206751332763349,0.316487464520787,0.367302416239912
