"","NRF2","ZEB","miR200","OVOL2","miR34","Ecad","GRHL2","SNAIL","KEAP1"
"ZEB",-0.101126459173507,-0.100625317370078,-0.0939330311364272,-0.0192608349700263,-0.0107394212962165,-0.00282793131554376,0.00282793131554376,0.0818568812311309,0.094908283405439
"SNAIL",0.0165206846905675,-0.0738089188970432,-0.0204828190957518,0.0674263401537656,-0.0338597039392089,-0.0763537979007502,0.0763537979007502,-0.0618181270045005,0.0222228106079883
"KEAP1",-0.0839138526053893,-0.0727521297597164,-0.019582759094788,0.069224332573944,-0.0316877205861201,-0.0778173638349275,0.0778173638349275,0.0411394635492729,0.0236192174281214
"OVOL2",0.0539661313193624,-0.0310524163255746,0.0851501578580594,-0.0550440063989814,0.0401827764214195,-0.0352114225367547,0.0352114225367547,-0.0769872163918112,-0.0836054629986014
"Ecad",0.00201710796342435,-0.00959463118404542,0.0783343339543251,0.02854821877346,0.027270616127445,-0.0131683389058067,0.0131683389058067,0.0355935878697073,-0.0763985007338025
"GRHL2",0.0989546352257843,0.00282793131554376,0.094908283405439,0.0233234615053212,0.0143111277782024,-0.000354344615976882,0.000354344615976882,-0.0784093823577645,-0.0935239046667618
"miR200",-0.00183457338662177,0.00541371336126966,-0.0907214065897322,-0.0266982941563992,-0.00601677712573162,0.00777723175963837,-0.00777723175963837,0.00169060829509152,-0.0100493972485563
"NRF2",-0.0182106895191528,0.0763537979007502,0.0222228106079883,-0.0629421492577751,0.0386383269156084,0.0727521297597164,-0.0727521297597164,-0.032382522071272,-0.019582759094788
"miR34",-0.0182106895191528,0.0763537979007502,0.0222228106079883,-0.0629421492577751,0.0386383269156084,0.0727521297597164,-0.0727521297597164,-0.032382522071272,-0.019582759094788
