"","ZEB","OVOL2","miR200","miR34","GRHL2","Ecad","KEAP1","NRF2","SNAIL"
"SNAIL",-0.0818966887887014,0.0797199037253994,0.106495109962177,-0.0187245773043479,0.0939713274658641,-0.0939713274658641,-0.0975829583141362,0.01480203014522,-0.0565400217943782
"KEAP1",-0.0797542163828362,0.0824797650841365,0.107992917532853,-0.0157133949648743,0.0964848380252,-0.0964848380252,-0.0958835425328526,-0.0827057123939084,0.0472383675856268
"ZEB",-0.0724306620469627,-0.0208781734554237,-0.0162850303304441,-0.00928330066208933,-0.00795147820381687,0.00795147820381687,0.0308687159947994,0.0487966403509866,0.0552564531922302
"OVOL2",-0.0286750142203845,-0.0387752395437138,-0.0467972055017105,0.0568291814844519,0.055055138443987,-0.055055138443987,0.0664730728098898,-0.0308584042744382,-0.0262575691112203
"GRHL2",-0.00795147820381687,0.0461717353396186,0.0308687159947994,0.0361683679720263,0.0310531901877041,-0.0310531901877041,-0.0136921649778793,-0.0241762290498142,-0.0214799773021896
"miR200",-0.00467659153094432,0.0443470676663908,0.0162476054647422,0.0374768908490731,0.0275053986493056,-0.0275053986493056,-0.0993371130941272,0.0714731267685848,-0.0218663752131482
"Ecad",0.00385497016053934,0.0308018868133457,0.0236970795069159,0.109498851441359,0.0109663444533726,-0.0109663444533726,-0.0126100346984686,0.0788690334983882,-0.0800383961204857
"NRF2",0.0939713274658641,-0.0641481481943322,-0.0975829583141362,0.0353229779284946,-0.0797542163828362,0.0797542163828362,0.107992917532853,0.000214869903065892,-0.0225907810841317
"miR34",0.0939713274658641,-0.0641481481943322,-0.0975829583141362,0.0353229779284946,-0.0797542163828362,0.0797542163828362,0.107992917532853,0.000214869903065892,-0.0225907810841317
