"","ZEB","miR200","GRHL2","Ecad","miR34","OVOL2","SNAIL","KEAP1","NRF2"
"OVOL2",-0.0855268505145447,0.101995974772976,0.0931740554834888,0.0931740554834888,0.094686392575941,-0.100639757161122,-0.0529309390321242,-0.0906766534257995,-0.0930192794365812
"ZEB",-0.0634392552417728,-0.0306597396555849,-0.0257865126876374,-0.0257865126876374,-0.0242824901498221,0.0318398335292925,0.0402590493596483,0.0467091223716343,0.117173676830519
"SNAIL",-0.0345497442199874,-0.0401293721152749,0.0521306513798025,0.0521306513798025,-0.042519698999437,-0.0566559044472879,-0.0467208767818577,0.06624339107128,0.0135781258108168
"miR200",-0.0342690259804142,0.0323185596319921,0.0439548170639252,0.0439548170639252,0.0249371148550158,-0.0483333968572572,0.038058071784264,-0.117862054991438,-0.215016970329269
"GRHL2",-0.0257865126876374,0.0467091223716343,0.0392608329293293,0.0392608329293293,0.0391373652568176,-0.0471995311942945,-0.0246439074038123,-0.0266612673041244,-0.115847518844741
"Ecad",-0.0251710472072267,0.0501664414972817,0.0415399048970799,0.0415399048970799,0.0440014877952672,-0.0490295490087645,0.0708821459567728,-0.0258669965263869,-0.209541189440675
"KEAP1",0.0301794318676074,0.0336827557418102,-0.057577743456249,-0.057577743456249,0.0364870714828136,0.0627938873012436,-0.0596629533558938,-0.0741775474084769,0.0857858805353237
"NRF2",0.0521306513798025,0.06624339107128,-0.0301794318676074,-0.0301794318676074,0.0667443918022457,0.0316919305556205,-0.0277535129458127,-0.0336827557418102,-0.0113569766075334
"miR34",0.0521306513798025,0.06624339107128,-0.0301794318676074,-0.0301794318676074,0.0667443918022457,0.0316919305556205,-0.0277535129458127,-0.0336827557418102,-0.0113569766075334
