"","NRF2","ZEB","miR200","miR34","OVOL2","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.112371871240581,-0.0715311471597625,-0.0281365956228167,-0.0207430044047103,-0.0202892465916496,-0.00739142963317849,-0.00739142963317849,0.0540512469560373,0.100383373331476
"OVOL2",-0.0154458438362142,-0.0273293580249267,-0.0374855136802112,0.0571890909892808,-0.0381190578795788,0.0555778052298957,0.0555778052298957,0.0722031637181955,-0.0487940923072042
"SNAIL",-0.0176822303118305,-0.0260678289177363,-0.0356213692275861,-0.0392081299903509,0.0625056714302225,0.0569937317041914,0.0569937317041914,0.0736324033201027,-0.0405651793108473
"KEAP1",-0.11876602660567,-0.0211918866391086,-0.0296100809333244,-0.0335062842890867,0.068540754971422,0.0626347108908354,0.0626347108908354,0.0805215392666577,0.0643155647846131
"Ecad",0.209358980634823,-0.00762605280197832,0.0979485211457518,0.121184214317261,0.0330251476958456,0.0183790840719209,0.0183790840719209,-0.0847496582785526,-0.119224258664557
"miR200",0.208765449108537,-0.00611118937686933,0.0567664409431784,0.0485602908988156,0.0477677123611286,0.0324250275453743,0.0324250275453743,-0.124439871806793,-0.067703001465902
"GRHL2",-0.107432413235584,0.00739142963317849,-0.0540512469560373,-0.0448111703061965,-0.0468245415032436,-0.0318425877399257,-0.0318425877399257,0.0240221920936207,0.080689817675775
"NRF2",0.010487638327282,0.0569937317041914,0.0736324033201027,0.0746479583500154,-0.0237415788643159,-0.0211918866391086,-0.0211918866391086,-0.0296100809333244,-0.0300994178388634
"miR34",0.010487638327282,0.0569937317041914,0.0736324033201027,0.0746479583500154,-0.0237415788643159,-0.0211918866391086,-0.0211918866391086,-0.0296100809333244,-0.0300994178388634
