"","NRF2","ZEB","miR34","OVOL2","GRHL2","Ecad","miR200","KEAP1","SNAIL"
"SNAIL",0.098496803557376,-0.0858226447022122,0.0065771804732931,0.0997415596545513,0.12115522831669,0.12115522831669,0.118902332132243,-0.0909210052118868,-0.0744116590853771
"KEAP1",-0.00202411765886153,-0.0839885405876366,0.00873455702199943,0.101890729698743,0.123359223626777,0.123359223626777,0.12030499319214,-0.0898362431921401,0.0268176103587025
"ZEB",-0.13738935742457,-0.0252686682110888,-0.0224450158490832,-0.00996775775556926,-0.00689480289618917,-0.00689480289618917,0.000749759679668005,0.0531935291190241,0.125226227953052
"OVOL2",-0.020702376514629,-0.012377325682417,0.0858957502963898,-0.0119730366763271,0.086161176614094,0.086161176614094,-0.0255924358909606,0.0842486357727872,-0.04267560603553
"GRHL2",0.112269234418612,-0.00689480289618917,0.0879418643433638,0.0834054686477274,0.0784355883946786,0.0784355883946786,0.0531935291190241,0.00366854573997432,-0.0827521405262833
"miR200",0.204875188544806,-0.00512775073429836,0.0825818155026138,0.0806003916517648,0.0742444436622806,0.0742444436622806,0.0366568982317462,-0.0817725188074895,-0.0661068800828091
"Ecad",0.186965424955145,0.00375387706683446,0.144485909072062,0.0581577125706087,0.0447304879618828,0.0447304879618828,0.0394915754509622,-0.000788448335759862,-0.110975348773856
"NRF2",-0.111968556333812,0.12115522831669,0.0274973270359716,-0.0615199778964772,-0.0839885405876366,-0.0839885405876366,-0.0909210052118868,0.12030499319214,-0.003195226761949
"miR34",-0.111968556333812,0.12115522831669,0.0274973270359716,-0.0615199778964772,-0.0839885405876366,-0.0839885405876366,-0.0909210052118868,0.12030499319214,-0.003195226761949
