"","SNAIL","miR200","GRHL2","Ecad","ZEB","NRF2","OVOL2","miR34","KEAP1"
"SNAIL",0.481047601225894,-0.162747020950058,0.114657894406977,0.114657894406977,-0.115744986747349,-0.13325136818062,-0.086398240975988,-0.327233258052273,0.161700196788224
"KEAP1",0.5693852491336,-0.161464094620377,0.112619979977037,0.112619979977037,-0.114999105072969,-0.229839733943297,-0.085867236174282,-0.321362153409231,0.158078677953711
"Ecad",0.374526101503713,0.054898216333949,0.0665343857212308,0.0665343857212308,-0.0682893314774529,-0.161267325351849,-0.0548952167205329,-0.215598766219275,-0.0562925577445352
"GRHL2",0.198170971552079,0.101621789263792,0.0566481470896291,0.0566481470896291,-0.0582392850553894,-0.0422464092686243,-0.0496072598511478,-0.0841125592444475,-0.102493435136292
"OVOL2",0.122943528044951,-0.0473455650301541,0.0486205468473284,0.0486205468473284,-0.0504043977790054,-0.0499472362148902,-0.0784790770514513,-0.060721268801666,0.0457839882596637
"miR200",0.0167697457343914,0.117166265478985,0.0480004626936761,0.0480004626936761,-0.0494000363334945,0.0687909426587876,-0.0461537747827452,-0.0373461973981264,-0.217937069317273
"ZEB",-0.199500399222201,-0.10146958226227,-0.0582392850553894,-0.0582392850553894,-0.0422516590167926,0.0406511757495007,0.051388876803503,0.0859567737024663,0.101621789263792
"NRF2",-0.576433519103698,0.161700196788224,-0.114999105072969,-0.114999105072969,0.114657894406977,0.130499074602638,0.0870000889034272,0.325887441785451,-0.161464094620377
"miR34",-0.576433519103698,0.161700196788224,-0.114999105072969,-0.114999105072969,0.114657894406977,0.130499074602638,0.0870000889034272,0.325887441785451,-0.161464094620377
