"","SNAIL","ZEB","miR34","OVOL2","GRHL2","Ecad","miR200","KEAP1","NRF2"
"ZEB",-0.0896780089540042,-0.0592864970350464,-0.0486588819824454,-0.0416802495814304,-0.0398377648902505,-0.0398377648902505,-0.0248406163123981,0.0264697949583195,0.0498935742862497
"miR34",0.0729544383440456,-0.0480051993256329,0.0999847248004,0.040424324821533,0.0401068042795063,0.0401068042795063,-0.0626728311699281,0.0494296459370455,-0.0586355752335708
"SNAIL",-0.0276523063998517,-0.0429029460039619,0.106323714462971,0.0510456692311287,0.0480051993256329,0.0480051993256329,-0.0539870198812027,0.0626728311699281,-0.0435703893330396
"KEAP1",0.0718865186516065,-0.0401068042795063,0.109715573661684,0.0565932228647874,0.0523094136425147,0.0523094136425147,-0.0494296459370455,0.0693515209370455,-0.135851692449688
"GRHL2",0.0897230742987541,-0.0398377648902505,0.0496938208977049,0.0436373288093964,0.0411670700262022,0.0411670700262022,0.0264697949583195,-0.0238890395318967,-0.0469529631003954
"Ecad",0.129232941994136,-0.0383623767337813,0.139120998288172,0.0450834756367581,0.041952038507872,0.041952038507872,0.0304145932532318,-0.0242280493247087,-0.145487638321448
"miR200",0.00714288183161359,-0.0365581470319156,0.0287086482376062,0.043904889256572,0.0392738760151393,0.0392738760151393,0.0311508008096354,-0.126415862945863,0.0577260313727215
"NRF2",-0.0729544383440456,0.0480051993256329,-0.0999847248004,-0.040424324821533,-0.0401068042795063,-0.0401068042795063,0.0626728311699281,-0.0494296459370455,0.0586355752335708
"OVOL2",-0.0843085710588294,0.0912793116026498,-0.0968422818607591,-0.0969816407962555,-0.0911948395529603,-0.0911948395529603,-0.0914856539783432,0.0912915120014715,-0.00140087334916389
