"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","SNAIL","KEAP1","ZEB"
"GRHL2",0.525643055291894,0.525643055291894,0.50911595005523,0.278633400476516,0.267116111580136,-0.237946067495918,-0.258093250018177,-0.265797987726559,-0.538110326188168
"miR200",0.519060900028994,0.519060900028994,0.473596904497128,0.257972198282674,0.265335475828748,-0.14219265011151,-0.154837520489694,-0.347479827667604,-0.531935123775403
"Ecad",0.436625753251715,0.436625753251715,0.40961198279214,0.256218586397101,0.224107841333851,-0.289858387567125,-0.231308118061849,-0.249571774430132,-0.447251152103024
"NRF2",0.144751660958543,0.144751660958543,0.0223310464966995,-0.0074495200691529,0.100461232945856,-0.0975143776146003,0.00347093022360077,8.74251990090946e-05,-0.153812699755459
"SNAIL",0.153812699755459,0.153812699755459,0.0306204945169843,0.000797756773399085,0.109217696453528,-0.0889677817671836,-0.0962609732616539,0.0074495200691529,-0.152717277205582
"OVOL2",0.151999722647938,0.151999722647938,0.155280063836266,0.00496311182597764,-0.00104260979562983,-0.0880599229017572,-0.127742596739598,0.0011734628342739,-0.152263076685205
"KEAP1",-0.14835872158786,-0.14835872158786,-0.0259098693301807,8.74251990090946e-05,-0.108597175273354,-0.0197017396015169,-0.00915226298737693,-0.0170145085323424,0.144751660958543
"miR34",-0.144751660958543,-0.144751660958543,-0.0223310464966995,0.0074495200691529,-0.100461232945856,0.0975143776146003,-0.00347093022360077,-8.74251990090946e-05,0.153812699755459
"ZEB",-0.538110326188168,-0.538110326188168,-0.520702597008775,-0.283487112636165,-0.271232726507926,0.249189580853596,0.265438901212408,0.278633400476516,0.450709012581056
