"","miR200","ZEB","miR34","GRHL2","Ecad","NRF2","OVOL2","SNAIL","KEAP1"
"SNAIL",-0.159084746883049,-0.0904040080401512,-0.187917586517489,0.090249899164313,0.090249899164313,-0.116540481429099,-0.0734448768795078,0.372424602287613,0.158660358709333
"KEAP1",-0.158166690540198,-0.0902878114605344,-0.186536430091248,0.0895203517521691,0.0895203517521691,-0.215210126607677,-0.0730558289561193,0.467511177167333,0.156473982206864
"ZEB",-0.109251506029932,-0.0832833735438672,-0.0320870568565689,-0.0167033576974252,-0.0167033576974252,0.00888291298698097,0.0292301024812868,0.103500876000007,0.109234594140874
"OVOL2",-0.0449778906893756,-0.0382818272748503,0.0371517507496724,0.0379489080201919,0.0379489080201919,-0.0410741795810009,-0.0735158540400826,-0.0537449677371386,0.0446486934242451
"GRHL2",0.109234594140874,-0.0167033576974252,0.0318147045104479,0.0166832167105169,0.0166832167105169,-0.00928652628700019,-0.0290006518131804,-0.103410745310508,-0.109114956472099
"miR200",0.124049187080895,-0.00973204303378179,0.0489907199470203,0.00968569953577456,0.00968569953577456,0.100468925385347,-0.0261135700435758,-0.162640095953771,-0.22384468810339
"Ecad",-0.152851130279695,-0.00072955758373629,-0.144704965797764,0.000585971112772666,0.000585971112772666,-0.118317824316682,0.0178331909388333,0.28828222872999,0.152404399536498
"NRF2",0.158660358709333,0.090249899164313,0.187098394007249,-0.0902878114605344,-0.0902878114605344,0.115429906827457,0.0736737486265621,-0.470971236970836,-0.158166690540198
"miR34",0.158660358709333,0.090249899164313,0.187098394007249,-0.0902878114605344,-0.0902878114605344,0.115429906827457,0.0736737486265621,-0.470971236970836,-0.158166690540198
