"","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.5400665733498,0.5400665733498,0.445693716718059,0.275188907100855,0.269075709126189,-0.135751071985382,-0.247455903795306,-0.253300627943485,-0.552856100036608
"miR200",0.512413449168316,0.512413449168316,0.403511788897812,0.263456469820922,0.256647029015223,-0.110128576124364,-0.133667854481599,-0.34124668294003,-0.523137334607189
"Ecad",0.497735545242889,0.497735545242889,0.394401857860025,0.258926154529155,0.221922689692022,-0.0300219156935575,-0.332544579096264,-0.206882754671039,-0.507531333373074
"OVOL2",0.159682088941968,0.159682088941968,0.138440237982434,0.00369475278790926,0.00308136833711391,-0.0712756141758139,-0.0909575222640176,0.00774837759012506,-0.157997616892278
"SNAIL",0.137311939315325,0.137311939315325,0.132322091750309,0.0997159734223403,0.00588407744106314,-0.097301202168936,-0.0779244597174538,0.00103344979051134,-0.136716329335734
"KEAP1",0.131480157211423,0.131480157211423,0.127839066189613,0.098108083270303,0.00452568307061766,0.00613151093415987,-0.17109638034471,0.00771390026271568,-0.129868491823856
"NRF2",-0.129868491823856,-0.129868491823856,-0.128460184202036,-0.0930617392950198,0.00103344979051134,0.0021128290914702,0.0834773327256624,0.00452568307061766,0.137311939315325
"miR34",-0.129868491823856,-0.129868491823856,-0.128460184202036,-0.0930617392950198,0.00103344979051134,0.0021128290914702,0.0834773327256624,0.00452568307061766,0.137311939315325
"ZEB",-0.552856100036608,-0.552856100036608,-0.456019761383844,-0.278468701944963,-0.271494109261484,0.143952964729862,0.26281242887699,0.269075709126189,0.468586213484494
