"","SNAIL","ZEB","KEAP1","GRHL2","Ecad","OVOL2","miR34","miR200","NRF2"
"ZEB",-0.0885503354194326,-0.0728285942309143,-0.041210058137775,-0.0261298082105374,-0.0261298082105374,0.033274033311314,0.0364912049236158,0.0407985355040302,0.106674564209175
"KEAP1",0.072401647433802,-0.0407035246760094,0.0940416926358088,0.0372499559883655,0.0372499559883655,-0.0418577585486588,-0.098125814715111,-0.0922187759691421,-0.165147474869078
"OVOL2",0.0822402565005184,-0.0394906771529879,0.079802925691184,0.039833534295845,0.039833534295845,-0.073844158305396,-0.0440246849775648,-0.0774647810132064,-0.0580143627925041
"SNAIL",-0.0273760589115788,-0.0394120906015985,0.0947729721485797,0.0391996702592269,0.0391996702592269,-0.0429214181028735,-0.0995098786569164,-0.093018834363886,-0.0626150322593785
"Ecad",0.128732766493961,-0.0262321515570779,0.0987811578187367,0.0266310028653102,0.0266310028653102,-0.0330292730040317,-0.12682659556777,-0.0977117114941123,-0.219579621343185
"GRHL2",0.0889333908498066,-0.0261298082105374,0.0420817040102754,0.0275396772941225,0.0275396772941225,-0.0339353911193853,-0.0373860769180132,-0.041210058137775,-0.104771815794799
"miR200",0.00649985242733851,-0.0217521702944101,-0.0736711087771524,0.0226512341557504,0.0226512341557504,-0.0324563867829176,-0.0176896026747004,-0.0257153942903322,0.00321933051692847
"NRF2",-0.0720171963445239,0.0391996702592269,-0.0922187759691421,-0.0407035246760094,-0.0407035246760094,0.044947356900873,0.100758172005853,0.0947729721485797,0.0611181708397744
"miR34",-0.0720171963445239,0.0391996702592269,-0.0922187759691421,-0.0407035246760094,-0.0407035246760094,0.044947356900873,0.100758172005853,0.0947729721485797,0.0611181708397744
