"","OVOL2","KEAP1","ZEB","GRHL2","Ecad","miR34","SNAIL","miR200","NRF2"
"ZEB",-0.114122889697385,-0.109863719416555,-0.0878120307928665,-0.00975978636363857,-0.00975978636363857,-0.00938068235990451,0.0274942394054975,0.110162496123247,0.114404370002678
"OVOL2",0.23967603009875,0.238117651991637,-0.0742381100685416,0.0760815883294112,0.0760815883294112,0.075494093159486,-0.0417318444353343,-0.237923510014765,-0.138128758134124
"SNAIL",0.0700586343014548,0.104186462568736,-0.0336973652762207,0.0400658104426166,0.0400658104426166,-0.0560053147431402,-0.0369106118644213,-0.10340841758359,-0.0608450924200205
"KEAP1",0.0715074307845628,0.104436818063478,-0.0314091694720618,0.0432280489808876,0.0432280489808876,-0.0515418802992225,0.0696357192746462,-0.103134734730144,-0.157848221272497
"Ecad",0.121416212486022,0.142328418995798,-0.011300916452625,0.0163743050933398,0.0163743050933398,0.0213520859420541,0.0764147584296838,-0.141746315300116,-0.222613082076246
"miR200",0.112670573463142,-0.00189945339859117,-0.0064560019283322,0.0107844846422074,0.0107844846422074,0.0210418193338249,-0.0247892250251209,-0.0975814338123574,-0.00452378233641218
"GRHL2",-0.115648061785386,-0.110256814613957,0.00975978636363857,-0.0130629082166094,-0.0130629082166094,-0.0141040501912017,0.0205316436416399,0.109863719416555,0.111348440731104
"NRF2",-0.0660491403623177,-0.103134734730144,0.0400658104426166,-0.0314091694720618,-0.0314091694720618,0.0683712207310474,-0.0447318320469658,0.104186462568736,0.0687639721882484
"miR34",-0.0660491403623177,-0.103134734730144,0.0400658104426166,-0.0314091694720618,-0.0314091694720618,0.0683712207310474,-0.0447318320469658,0.104186462568736,0.0687639721882484
