"","OVOL2","miR34","GRHL2","Ecad","miR200","ZEB","KEAP1","NRF2","SNAIL"
"NRF2",0.149008082580461,-0.151887103573214,0.107777123766867,0.107777123766867,-0.174970046507598,-0.126290961754988,0.159151201261837,-0.148157517756627,0.370078552261505
"SNAIL",0.158205336119497,-0.136497987130851,0.126290961754988,0.126290961754988,-0.161120845771992,-0.11045106838167,0.174970046507598,-0.127877459813604,0.271729462378621
"OVOL2",0.271343833269586,0.137638465167519,0.111967878076212,0.111967878076212,-0.131079828318874,-0.0949591824240386,0.145978114804904,-0.107126298227286,-0.194843019844207
"miR200",0.19124790988505,0.0725994950209459,0.0864410411369484,0.0864410411369484,0.0362103584279706,-0.0563270361318506,-0.10989291309212,0.0445484562991223,-0.0466291083766637
"GRHL2",0.184055722997754,0.10459987446418,0.0755050248025154,0.0755050248025154,0.0603339220781172,-0.0405604125165134,-0.0298263165406022,-0.0358766268788253,-0.213446349892308
"ZEB",-0.167103367754131,-0.0766253977697589,-0.0405604125165134,-0.0405604125165134,-0.0346673117844141,-0.0296445898055194,0.0603339220781172,0.0740276935711182,0.219282312037419
"Ecad",0.148145182719413,0.190806639574369,0.0412813231691974,0.0412813231691974,0.128568950129744,-0.0180203148730902,-0.108276544552379,-0.0991841815142786,-0.339718806808359
"KEAP1",-0.158791810695807,0.135235225430653,-0.129035757688586,-0.129035757688586,0.159151201261837,0.107777123766867,-0.177770992928504,0.0237619133610225,-0.37490554927133
"miR34",-0.149008082580461,0.151887103573214,-0.107777123766867,-0.107777123766867,0.174970046507598,0.126290961754988,-0.159151201261837,0.148157517756627,-0.370078552261505
