"","ZEB","miR200","OVOL2","Ecad","miR34","GRHL2","NRF2","KEAP1","SNAIL"
"ZEB",-0.0725619221486982,-0.0287222997414486,-0.0223467884082377,-0.00987687570176292,0.0014939250560576,0.00987687570176292,0.0434635238375194,0.0501271139925338,0.0833487803273693
"SNAIL",-0.0684751062420885,-0.109944345679049,0.0689024217559157,0.0764013005858762,0.176400442314625,-0.0764013005858762,-0.083213499608173,0.119620396039779,0.0680295547075499
"KEAP1",-0.0669358639625981,-0.10813724514903,0.0710501513668669,0.0784477595880777,0.177935818212256,-0.0784477595880777,-0.180751168763418,0.122069536815697,0.168755842565657
"OVOL2",-0.029809280760516,-0.0412018717939701,-0.0397579125855334,0.0540428211331869,0.0466104270635998,-0.0540428211331869,-0.0286065324709941,0.0707198932339971,-0.0457806739086474
"Ecad",-0.0200469789545925,0.0388922429815798,0.048232444161454,0.0390801633834375,0.12945884832512,-0.0390801633834375,-0.129789891560308,-0.0157299308115513,0.106424799484501
"GRHL2",-0.00987687570176292,0.0501271139925338,0.0455887913775993,0.0308839250471808,0.0119914068247299,-0.0308839250471808,-0.0163445540124185,-0.0245417439703154,-0.0733442737928943
"miR200",-0.00789333326640211,0.0568957174368353,0.0441469956921623,0.0283122784883875,-0.012877237957454,-0.0283122784883875,0.0871899603424568,-0.131994034252943,-0.100474426477134
"NRF2",0.0764013005858762,0.119620396039779,-0.0583827981227886,-0.0669358639625981,-0.170334516822134,0.0669358639625981,0.0956229636352131,-0.10813724514903,-0.163330810528066
"miR34",0.0764013005858762,0.119620396039779,-0.0583827981227886,-0.0669358639625981,-0.170334516822134,0.0669358639625981,0.0956229636352131,-0.10813724514903,-0.163330810528066
