"","miR200","miR34","ZEB","GRHL2","Ecad","NRF2","OVOL2","KEAP1","SNAIL"
"SNAIL",-0.13570296651045,-0.159071960775968,-0.102047531562943,0.101410270535828,0.101410270535828,-0.115806402802122,-0.0796719477870366,0.135221993246905,0.286890611351323
"NRF2",-0.135221993246905,-0.158525832435808,-0.101410270535828,0.102155879028183,0.102155879028183,-0.114888971609462,-0.0800703541615386,0.136273721085497,0.387130487180306
"ZEB",-0.1393004687326,-0.0651207970247229,-0.0634622037186664,-0.0374268031147444,-0.0374268031147444,0.0137719119050025,0.0412155770006348,0.138764925579097,0.178952244931424
"miR200",0.120983164713994,0.0357247386392902,-0.0474375581659565,0.0461862837197613,0.0461862837197613,0.0713046988644217,-0.0453266155170859,-0.221722507171128,-0.0153686931487443
"OVOL2",-0.0332696021870788,0.0539072799658699,-0.0432759659189335,0.0419890093971944,0.0419890093971944,-0.0398908150906335,-0.0756726887763281,0.0316236158614267,-0.115721966685721
"GRHL2",0.138764925579097,0.063976917171015,-0.0374268031147444,0.0361176389657011,0.0361176389657011,-0.0157130996812855,-0.0399873410713596,-0.139739118024832,-0.178997310276174
"Ecad",0.17192606222424,0.163418751079298,-0.0148837430634162,0.0139903161329759,0.0139903161329759,-0.0861367340065227,-0.0267762093099133,-0.172426942148431,-0.316433609418684
"miR34",0.135221993246905,0.158525832435808,0.101410270535828,-0.102155879028183,-0.102155879028183,0.114888971609462,0.0800703541615386,-0.136273721085497,-0.387130487180306
"KEAP1",0.136273721085497,0.159087796351809,0.102155879028183,-0.101465165290654,-0.101465165290654,0.015255271975762,0.08037931399676,-0.134971637752164,-0.387258637543398
