"","ZEB","NRF2","miR200","OVOL2","miR34","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.0965992175870332,-0.0888398896752343,-0.0262301539195274,-0.0194095083638678,-0.0113155724745174,-0.00114376744439402,-0.00114376744439402,0.0336431986232875,0.0821869567312533
"OVOL2",-0.0311131509885997,-0.0177579891477999,-0.0514290747644672,-0.0518703626153642,0.0403128484612669,-0.0392075609264879,-0.0392075609264879,0.0645885244141676,-0.0518697564837507
"SNAIL",-0.029985247306684,-0.0196839865521382,-0.0494093871236507,0.0475429393064956,-0.0541272947106672,-0.0399856638171592,-0.0399856638171592,0.0656634541769822,-0.0446788088650069
"KEAP1",-0.0269311964849211,-0.119762234394751,-0.0444786505710581,0.0521188552452561,-0.0495771713056688,-0.0438920560397945,-0.0438920560397945,0.0720828172377248,0.0602524455565302
"Ecad",-0.00167771523733922,-0.012775449437928,0.0371680988517296,0.028639782850635,0.0248729148719801,-0.00989405218692441,-0.00989405218692441,-0.023752639260556,0.0428105087060311
"GRHL2",0.00114376744439402,0.0885900338228414,0.0336431986232875,0.0264145022901736,0.0180465661715059,-0.00477768270666338,-0.00477768270666338,-0.0239525474525474,-0.0749314362265215
"miR200",0.00358601347763506,0.189762252112157,0.0379788592996978,0.0265212115014433,0.0246884134842561,-0.00361576611268841,-0.00361576611268841,-0.126196572057288,-0.0642399176742489
"NRF2",0.0399856638171592,0.0192494138819306,0.0656634541769822,-0.0322424391793447,0.0690092919800255,0.0269311964849211,0.0269311964849211,-0.0444786505710581,-0.0391930692216306
"miR34",0.0399856638171592,0.0192494138819306,0.0656634541769822,-0.0322424391793447,0.0690092919800255,0.0269311964849211,0.0269311964849211,-0.0444786505710581,-0.0391930692216306
