"","miR34","GRHL2","Ecad","miR200","OVOL2","NRF2","KEAP1","SNAIL","ZEB"
"miR200",0.33595193062329,0.352526180016476,0.352526180016476,0.178444139231064,0.178093361602253,-0.0696617829677058,-0.277453105724693,-0.0981212679654082,-0.355093609806076
"GRHL2",0.358081393922179,0.351072981606971,0.351072981606971,0.192287288681238,0.176353806667419,-0.16343143769399,-0.190458541458541,-0.195485627051823,-0.353489900035974
"Ecad",0.29929724244019,0.304351153393065,0.304351153393065,0.191934350829129,0.154107944934158,-0.233245560708725,-0.191704216809906,-0.185481058204939,-0.306377318038885
"SNAIL",-0.00632558323310716,0.108711122162647,0.108711122162647,-0.0220987085689434,0.083857267210258,-0.0735986164530819,0.0235416283595785,-0.082843960873156,-0.108815249781456
"NRF2",-0.00749585824773559,0.107535840979783,0.107535840979783,-0.0235416283595785,0.0823568857573463,-0.0761094807698371,0.0214596365158353,0.01753701838464,-0.108711122162647
"KEAP1",0.0066972779460497,-0.108073062775639,-0.108073062775639,0.0214596365158353,-0.0845196046038962,-0.0298245851642288,-0.0273190115158353,-0.0186903716524742,0.107535840979783
"miR34",0.00749585824773559,-0.107535840979783,-0.107535840979783,0.0235416283595785,-0.0823568857573463,0.0761094807698371,-0.0214596365158353,-0.01753701838464,0.108711122162647
"OVOL2",-0.217134704028407,-0.21194635709318,-0.21194635709318,-0.161835011389105,-0.153286475569451,0.0469491503865864,0.160391607995841,0.137509206907293,0.212974928521752
"ZEB",-0.360579254010888,-0.353489900035974,-0.353489900035974,-0.193634602509526,-0.177420077419207,0.164603838232141,0.192287288681238,0.196499597308696,0.254883119700274
