"","KEAP1","NRF2","miR34","GRHL2","Ecad","OVOL2","ZEB","SNAIL","miR200"
"SNAIL",0.139575843377703,-0.0153972953702811,0.0025469065613935,0.122428561347752,0.122428561347752,0.0972156600804655,-0.102140336098887,-0.0648307958626605,-0.141909978333142
"KEAP1",0.139398515222519,-0.117724673448504,0.00591341153212018,0.125642251595272,0.125642251595272,0.100781509311453,-0.0990113997149956,0.0385433662490858,-0.141872473555853
"OVOL2",0.128643961032609,-0.0126492056641055,0.121344920504289,0.116799093324359,0.116799093324359,-0.0142718183494045,-0.0981407082311917,-0.0840131864579938,-0.131083397176781
"GRHL2",0.120943485086342,0.0242125130712383,0.0833483296522103,0.0774048594701138,0.0774048594701138,0.0743493857529615,-0.0411510830350685,-0.087145693752972,-0.125951176079335
"ZEB",-0.125951176079335,-0.0527152999249765,-0.0504403847451992,-0.0411510830350685,-0.0411510830350685,-0.0351268186048983,-0.0274085932072191,0.106028073203175,0.121672468147659
"Ecad",0.0751521972665528,0.121250626015903,0.140825406874023,0.0434837097773788,0.0434837097773788,0.0514627146644633,-0.020302471742918,-0.118037646097348,-0.0786042075548972
"miR200",-0.232852141003541,0.0705939378864929,-0.068182773336822,-0.0875135011170882,-0.0875135011170882,-0.0778615086595642,0.056620925345469,0.00940775846567934,0.13736684919923
"NRF2",-0.141872473555853,-0.00227532655149582,0.0194932728807754,-0.0990113997149956,-0.0990113997149956,-0.072048244635861,0.122428561347752,-0.0211576336561768,0.139575843377703
"miR34",-0.141872473555853,-0.00227532655149582,0.0194932728807754,-0.0990113997149956,-0.0990113997149956,-0.072048244635861,0.122428561347752,-0.0211576336561768,0.139575843377703
