"","NRF2","ZEB","OVOL2","miR200","miR34","GRHL2","Ecad","SNAIL","KEAP1"
"ZEB",-0.11195530064196,-0.0671360730424319,-0.0192023272639197,-0.0185099297519967,-0.0079348706554135,-0.00746088841182402,-0.00746088841182402,0.0445241783399531,0.0498702093618958
"NRF2",-0.0103411181807618,-0.0577335270018322,0.0228643930788662,-0.0743364422096875,-0.0754619031479771,0.0201118917181219,0.0201118917181219,0.0228011457609381,0.0279101704775561
"OVOL2",-0.0155016058619733,-0.0259793894686059,-0.0372598676147416,-0.0354399219711662,0.0596540751075133,0.0563744205245065,0.0563744205245065,-0.0504408083548936,0.0729430873294847
"SNAIL",-0.0177288535742915,-0.0247917135152231,0.0632899249937598,-0.0336942014401302,-0.0369013414159701,0.0577335270018322,0.0577335270018322,-0.0407518385765813,0.0743364422096875
"miR200",0.206434244365943,-0.0180020502370813,0.0505611503775693,0.0347422016922592,0.0234547639836522,0.0408308573554426,0.0408308573554426,0.0452276529366946,-0.10659999624944
"GRHL2",0.106247055398831,-0.00746088841182402,0.0504211152245082,0.0498702093618958,0.037667965356215,0.036504191533677,0.036504191533677,-0.0164935339055231,-0.0140643642072214
"Ecad",-0.0084172546788195,0.00794028039537447,-0.0358135055556495,-0.0943718182593885,-0.115635778238789,-0.0220117545498097,-0.0220117545498097,0.0807323290532246,0.0770305430461761
"KEAP1",-0.0812339733943298,0.0201118917181219,-0.0690023951385984,0.0279101704775561,0.0313625242659896,-0.0630896353865793,-0.0630896353865793,-0.0645354473414592,-0.0809049621442228
"miR34",0.0103411181807618,0.0577335270018322,-0.0228643930788662,0.0743364422096875,0.0754619031479771,-0.0201118917181219,-0.0201118917181219,-0.0228011457609381,-0.0279101704775561
