"","ZEB","KEAP1","OVOL2","miR34","NRF2","Ecad","GRHL2","SNAIL","miR200"
"ZEB",-0.0994862487537378,-0.0934569177434866,-0.0200505349619238,-0.00909520796451268,-0.00656150473189135,-0.00143675628375837,0.00143675628375837,0.0677959547538826,0.0928086286629296
"SNAIL",-0.0733557274353323,-0.0207527481229393,0.0665307461996167,-0.033418061932092,0.0510479215689544,-0.0751508875836101,0.0751508875836101,-0.0690556214510335,0.0200595807725361
"KEAP1",-0.0725602140084805,-0.021611217617466,0.0681088412083234,-0.0320167086566632,-0.0505754027970064,-0.0763975125503071,0.0763975125503071,0.0322753196136025,0.019658092617466
"OVOL2",-0.0327761679257687,0.0817472523027836,-0.0540937710463384,0.0369832764611981,-0.0342647086842256,-0.0369948014661414,0.0369948014661414,-0.0521750635934787,-0.0831737737850154
"Ecad",-0.0106630761865126,0.0760663943560187,0.0286409135320417,0.0254333794980811,-0.0853977960614169,-0.0137103001814073,0.0137103001814073,0.0425014755984905,-0.0771629152711399
"GRHL2",0.00143675628375837,0.0925852718709862,0.0237217456516255,0.0120288318070152,0.00350557546031726,-0.00140312287032018,0.00140312287032018,-0.0656102855335131,-0.0934569177434866
"miR200",0.00578848793165709,-0.00256728626499978,0.0219041981170726,0.0160633730167846,0.0987436807713916,0.00272054836357849,-0.00272054836357849,-0.0559409602632109,-0.0984866700036804
"NRF2",0.0751508875836101,0.019658092617466,-0.0631654838447807,0.0362462265507774,-0.0541865019648984,0.0725602140084805,-0.0725602140084805,-0.0286443926593094,-0.0207527481229393
"miR34",0.0751508875836101,0.019658092617466,-0.0631654838447807,0.0362462265507774,-0.0541865019648984,0.0725602140084805,-0.0725602140084805,-0.0286443926593094,-0.0207527481229393
