"","GRHL2","Ecad","miR34","miR200","OVOL2","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.66261814927121,0.66261814927121,0.519062226215051,0.493258215964274,0.336970072174599,0.258518167720944,-0.255939655798732,-0.467365206222349,-0.697180082805953
"miR200",0.623862825843409,0.623862825843409,0.487375609758726,0.46851187360027,0.320047590120437,0.156326831401602,-0.139523888547776,-0.545246182236419,-0.65482955121184
"Ecad",0.598748188587326,0.598748188587326,0.376206744517523,0.393146697275412,0.310204420488894,0.229782672282672,-0.340937798669381,-0.371473487582709,-0.627640977355673
"OVOL2",0.364503940114279,0.364503940114279,0.297875608359993,0.301242975064238,0.10145223361085,0.169300473337803,-0.0909443561175497,-0.288505573190346,-0.38153251154285
"SNAIL",0.162896634404338,0.162896634404338,0.0355337505992684,0.0454114527576857,0.112075040020039,-0.0399008221537442,-0.0826562120066463,-0.0413090337450955,-0.16866530448639
"miR34",0.15585758473923,0.15585758473923,0.0308916597079089,0.0413090337450955,0.10823508070835,0.0579685160711747,-0.0801453476898911,-0.0356640455502039,-0.162896634404338
"KEAP1",0.148566717509759,0.148566717509759,0.0256565221746347,0.0356640455502039,0.105557428803098,0.0545084562676719,-0.176116043660587,-0.0300650872168706,-0.15585758473923
"NRF2",-0.15585758473923,-0.15585758473923,-0.0308916597079089,-0.0413090337450955,-0.10823508070835,-0.0579685160711747,0.0801453476898911,0.0356640455502039,0.162896634404338
"ZEB",-0.697180082805953,-0.697180082805953,-0.542679065371537,-0.515858137042125,-0.353558005768877,-0.270325288045414,0.269912363851778,0.493258215964274,0.62692200544909
