"","ZEB","KEAP1","OVOL2","miR200","GRHL2","Ecad","miR34","SNAIL","NRF2"
"SNAIL",-0.0901369467347042,-0.0376537092898322,0.0779418421919244,-0.0296752116239672,0.0944644905724317,0.0944644905724317,-0.0207098831259665,-0.059632407313025,-0.02375241892453
"KEAP1",-0.0885375349298183,-0.0417025764018735,0.0805288253721164,-0.0267286180685401,0.0965958618676541,0.0965958618676541,-0.0179779780404275,0.0436923776398645,-0.123928901061418
"OVOL2",-0.0852603566190931,-0.0348357922942708,-0.0324321044121732,-0.0288511548333102,0.0885348907805837,0.0885348907805837,0.0942089065859244,-0.0766454245955417,-0.0221069373991872
"ZEB",-0.0675656121434042,-0.0427450469544129,-0.0339878911519967,-0.032840317262773,-0.0270340030625933,-0.0270340030625933,-0.0257456652606715,0.0374124722799709,0.114873893984282
"Ecad",-0.0379997928711253,0.0349875989260647,0.0481714347697626,0.0488362519651875,0.0455301055705509,0.0455301055705509,0.046041432718455,0.0651980794518108,-0.216766122132199
"GRHL2",-0.0270340030625933,0.0291918081918082,0.043017449796888,0.0427450469544129,0.0344257452579609,0.0344257452579609,0.0347177296914551,-0.0269573122979971,-0.115354386008114
"miR200",0.0221039606148862,0.0708147391222067,-0.0410900050518289,-0.043295690325646,-0.0297877125844848,-0.0297877125844848,-0.0351110528621898,0.0286030685140058,0.0135579569843622
"NRF2",0.0944644905724317,0.0267286180685401,-0.0707450972567714,0.0376537092898322,-0.0885375349298183,-0.0885375349298183,0.0280045973838171,-0.0317743938722438,0.0232695604020771
"miR34",0.0944644905724317,0.0267286180685401,-0.0707450972567714,0.0376537092898322,-0.0885375349298183,-0.0885375349298183,0.0280045973838171,-0.0317743938722438,0.0232695604020771
