"","miR200","ZEB","SNAIL","GRHL2","Ecad","NRF2","miR34","OVOL2","KEAP1"
"SNAIL",-0.0249384877991491,-0.0836633193113854,-0.0188188259794768,0.0839090604917761,0.0839090604917761,-0.0597436197668809,-0.126377494451086,-0.0704365861491303,0.0252214132482932
"KEAP1",-0.0246848174122769,-0.0834414755050454,0.082276319863665,0.0842856811842472,0.0842856811842472,-0.158731314833765,-0.126148389147276,-0.0710900626958653,0.0258566924122769
"ZEB",-0.0888409570547919,-0.0798906187550619,-0.0750755109203784,-0.0201956281765376,-0.0201956281765376,0.0194193031458145,0.0285176940726471,0.0309992800600964,0.0886436516824485
"OVOL2",-0.0226694662874373,-0.0786504147752446,0.0990831766119472,0.0786653216075427,0.0786653216075427,-0.0558040573084982,-0.0871858447058984,-0.0910243460440275,0.0226103795988242
"Ecad",0.0719456696126987,-0.0301588760973631,0.120792767471872,0.0302067382543509,0.0302067382543509,-0.129662396997634,-0.127856146566397,-0.0353151191833827,-0.0720404306794376
"GRHL2",0.0886436516824485,-0.0201956281765376,0.0745572594557547,0.0200345002812708,0.0200345002812708,-0.0198613558077403,-0.0286032905242851,-0.0308373148826095,-0.0890709290709291
"miR200",-0.0854513000636413,0.026960216135893,-0.0693736195318864,-0.0266728864482482,-0.0266728864482482,0.125643938187477,0.0410773838318567,0.034574503115193,-0.013966664384998
"NRF2",0.0252214132482932,0.0839090604917761,-0.0797560293895086,-0.0834414755050454,-0.0834414755050454,0.0607093368117867,0.126592044870434,0.0696482501314987,-0.0246848174122769
"miR34",0.0252214132482932,0.0839090604917761,-0.0797560293895086,-0.0834414755050454,-0.0834414755050454,0.0607093368117867,0.126592044870434,0.0696482501314987,-0.0246848174122769
