"","ZEB","OVOL2","miR34","miR200","GRHL2","Ecad","KEAP1","NRF2","SNAIL"
"NRF2",-0.0932315321682233,0.0650253339797819,-0.0332011158269788,0.0973883500963694,0.080834211303823,0.080834211303823,-0.109171994655288,-6.83497565457464e-05,0.0314435162818067
"SNAIL",-0.0831394833531956,0.078935650161862,-0.0213618335956544,0.107347325906243,0.0932315321682233,0.0932315321682233,-0.0973883500963694,0.0145622634737778,-0.0614589812488833
"ZEB",-0.078144398788318,-0.0226296601741332,-0.0209007835922559,-0.0102709464669111,-0.00835463922667573,-0.00835463922667573,0.0247757099823291,0.0472093781126512,0.08383683466893
"OVOL2",-0.0298349284980142,-0.0436870380244232,0.0530230087195229,-0.051399737751934,0.0488808912309334,0.0488808912309334,0.0720041101668914,-0.0328717937630739,-0.0758290300654382
"miR200",-0.0205737655011238,0.0451664562192046,0.0248391050518659,0.0322267697816713,0.0344675462036912,0.0344675462036912,-0.116983730612252,0.0690336267775504,-0.00107057399911319
"Ecad",0.00379655262957515,0.0271696555903404,0.108980053626633,0.0187103541087351,0.00627045439020787,0.00627045439020787,-0.00737963798581645,-0.122616599340757,-0.111950483629588
"GRHL2",0.00835463922667573,-0.041512100449474,-0.0355533398135617,-0.0247757099823291,-0.0250515173737049,-0.0250515173737049,0.00688133295276153,0.0260485093830721,0.0776854151105704
"KEAP1",0.080834211303823,-0.08201812491696,0.0182055523842104,-0.109171994655288,-0.0960299135294561,-0.0960299135294561,0.0955001196552876,-0.117294287606092,-0.0413965278153394
"miR34",0.0932315321682233,-0.0650253339797819,0.0332011158269788,-0.0973883500963694,-0.080834211303823,-0.080834211303823,0.109171994655288,6.83497565457464e-05,-0.0314435162818067
